key,0,1,2,3,4
8,召唤出宠物“黄沙人偶003号”。<hex:02100103>按照恒辉队制式装饰的自走人偶。,乌尔达哈恒辉队的军用魔法人偶。基本设计是用来在阅兵式等场合担当旗手一职。站姿挺拔地举着队旗的样子十分威风。但是因为个子太矮，总是被人忽略。,是雕金匠行会的……<hex:02100103>魔法人偶？<hex:02100103>　　　　　——罗伯特,恒辉战旗,令范围内敌人的攻击力降低40%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>6秒
9,召唤出宠物“黑涡团巧儿陆行鸟”。<hex:02100103>虽然出壳不久，不过体内流淌的鲜血已经染上了黑涡团的红色。,效忠于黑涡团的陆行鸟雏鸟。负责打扫的厩舍管理员在某天进入陆行鸟房时发现了这只雏鸟，它一副理所应当的样子把那里当作自己的家。之后它就成为了队里的吉祥物，并根据它自己的意愿调任到了冒险者部队。,大家想让陆行鸟也以清<hex:02100103>爽的姿态迎接新年吧？<hex:02100103>　　　　——鸟栏管理员,黑涡陆行鸟怒吼,令范围内的敌人止步。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>5秒
10,召唤出宠物“双蛇党巧儿陆行鸟”。<hex:02100103>虽然出壳不久，不过已经受到了森林元灵的感召。,效忠于双蛇党的陆行鸟雏鸟。负责打扫的厩舍管理员在某天进入陆行鸟房时发现了这只雏鸟，它一副理所应当的样子把那里当作自己的家。之后它就成为了队里的吉祥物，并根据它自己的意愿调任到了冒险者部队。,大家想让陆行鸟也以清<hex:02100103>爽的姿态迎接新年吧？<hex:02100103>　　　　——鸟栏管理员,双蛇陆行鸟怒吼,打消范围内敌我双方身上的附加效果。
11,召唤出宠物“恒辉队巧儿陆行鸟”。<hex:02100103>虽然出壳不久，不过已经带有了恒辉队那不灭烈火的气势。,效忠于恒辉队的陆行鸟雏鸟。负责打扫的厩舍管理员在某天进入陆行鸟房时发现了这只雏鸟，它一副理所应当的样子把那里当作自己的家。之后它就成为了队里的吉祥物，并根据它自己的意愿调任到了冒险者部队。,大家想让陆行鸟也以清<hex:02100103>爽的姿态迎接新年吧？<hex:02100103>　　　　——鸟栏管理员,恒辉陆行鸟怒吼,降低范围内敌人特殊技点数最大值的50%。
12,召唤出宠物“魔界花骨朵”。<hex:02100103>不过召唤之前最好先戴上防毒面具以防万一。,在黄金谷捕获的魔界花幼苗。散发出一股臭靴子的味道。闻过这股味道后必定会让人食欲减退，不过这却正好迎合了乌尔达哈那些为肥胖所困的富人，有钱人的世界真是让人难以理解。,到、到底什么东西？！<hex:02100103>太、太臭了，要、要晕<hex:02100103>了……<hex:02100103>　　　　　——帝国士兵,臭靴子吐息,对范围内的敌人每秒造成10点持续伤害。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>20秒
13,召唤出宠物“小松鼠”。<hex:02100103>小小的身体却有长长的尾巴。,乌尔达哈的商人卖这只小动物时宣称是“可爱的小松鼠”。但是本应蓬松的尾巴却怎么看都太细长了。这真的不是拿老鼠来假冒的吗？真相依然是个谜。,鼠辈而已，由他去吧。<hex:02100103>——娜娜莫·乌尔·娜莫,疫病,令范围内敌人的防御力降低25%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>6秒
14,召唤出宠物“魔菇宝”。<hex:02100103>据说味道和口感都相当不错。,魔菇的幼体。据说口感相当不错。据«艾欧泽亚百科全书»记载，如果不幸吸入了魔菇的孢子，会因为孢子在体内发芽而连大脑都被支配，最终变成“植物人”的状态。,竟敢长在我珍贵的树木<hex:02100103>上……太气人了……<hex:02100103>　　　　　　——加比诺,毒孢子,对范围内的敌人造成80攻击力的伤害，并且令敌人的防御力降低13%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>6秒
15,召唤出宠物“沙蚤虫虫”。<hex:02100103>沙蚤的幼虫，想要结下鲜血的契约。,沙蚤的幼虫，想要结下鲜血的契约。据传，过去存在于黑衣森林的地下城市“格尔莫拉”曾经试过一种自然疗法，他们相信利用沙蚤吸取病人的血，可以祛除体内的毒气。,你问用它来做什么？<hex:02100103>别问这么多啦，<hex:02100103>总之就拜托你了。<hex:02100103>　　　——瓦尔塞奥夫,吸血,令使用特殊技点数的宠物的攻击力增加60。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>10秒
16,召唤出宠物“青鸟”。<hex:02100103>能够带来幸运的可爱小鸟。,据说能够带来幸运的可爱小鸟。通常在树上筑巢，偶尔也会在人类弃置的木箱之类的东西里生活。因为这种习性，曾经在遗弃的宝箱里被发现，逐渐被传成了“意外之财”和“幸运”的象征。,敌人的哀嚎犹如鸟啼一<hex:02100103>般清脆悦耳。<hex:02100103>　　　　——雅德夫·夏,青鸟,对范围内的敌人造成90攻击力的伤害。
17,召唤出宠物“幼羚羊”。<hex:02100103>据说羚羊一出生就立刻能够靠自己的力量站起来。,羚羊的幼崽。为了从肉食动物的嘴下逃生，一出生就能靠自己的力量站起来。但是却在这一瞬间被猎人捉住，卖给了商人罗薇娜。一刻都没能享受过父母的爱护，相当可怜。,为森林元灵献上羚羊内<hex:02100103>脏作为供品时，一定要<hex:02100103>用仍带有体温的。<hex:02100103>　　　　　　　——常识,大眼萌,无效化“魔物”类型的宠物对范围内我方宠物的攻击。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>5秒
18,召唤出宠物“小小魔精”。<hex:02100103>它有着一个心愿，希望将来能够统领七层地狱。,小魔精的幼体。本来是虚无界的生物，但因为掉进了“裂缝”而来到了艾欧泽亚。它边梦想着将来能成为统领七层地狱的魔王后衣锦还乡，边在艾欧泽亚实施恶作剧来积攒实力。,啧，使用的魔法比普通<hex:02100103>的小魔精要厉害！<hex:02100103>　　　——强壮的剑术师,小鬼当家,对范围内的敌人造成90攻击力的伤害。
19,召唤出宠物“长须小豹”。<hex:02100103>长须豹的幼崽，但是现在还没长出胡须。,傲气的长须豹的幼崽。在被猎犬逼入绝路时得到了冒险者的救助，从而把冒险者当成了妈妈。因为幼小还没有长出胡须，但是在面对冒险者的敌人时，也会毫不留情地用豹爪来迎战。,要是能驯养魔兽长须豹的<hex:02100103>话，地灵族什么的，就根<hex:02100103>本不是我们的对手了！<hex:02100103>　　　　　——斯威古雷尔,小小冲击波,对范围内的敌人造成230攻击力的伤害。
20,召唤出宠物“长须小黑豹”。<hex:02100103>长须豹的幼崽，不过皮毛都是黑的，看着十分帅气。,长须豹的幼崽。通常的长须豹都是普通的毛皮带有黑色的斑点，这只小豹却有着纯黑的毛皮，实在是非常漂亮。另外它本身还带有很高的魔力，一举一动都显现出幼年王者的风范。,可当时我们只是确认到<hex:02100103>有凶猛魔物长须豹栖息<hex:02100103>在那里……<hex:02100103>　　　　　　　——雷纳,小尖爪,对距离最近的敌方奥秘核石造成5%的伤害。
21,召唤出宠物“非正宗调查员”。<hex:02100103>无论是大是小，绅士和助手的风度从未丢掉。,模仿无知无畏的非著名绅士调查员希尔迪布兰德制作的魔法人偶。据说是艾欧泽亚最强的雕金匠由于思念远在天边的爱子而倾情制作出来的。最令人感到吃惊的是这款人偶竟然也带着助手娜修。,你莫非是……我的……<hex:02100103>拥护者？<hex:02100103>　　　——希尔迪布兰德,绅士的推理,令范围内我方宠物的攻击力和防御力各增加40。不过使用特殊技点数之后宠物会被强制回收。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>20秒
22,召唤出宠物“砂砾小像兵”。<hex:02100103>仿照巨像兵做出的模型，但是硬度好像不太够。,模仿第五星历末期的石制巨像兵做出的模型，不过原理完全不同，内部和通常的自动人偶基本是一样的。外壳虽然看着很硬，但实际上意外的柔软。,巨像兵是一种被制造出<hex:02100103>来的魔物，没有任何思<hex:02100103>想。<hex:02100103>　　　　——雅·修特拉,沙化皮肤,令使用特殊技点数的宠物的防御力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>10秒
23,召唤出宠物“冬贝利玩偶”。<hex:02100103>大家的怨恨会连玩偶都感染上吗？,模仿冬贝利的外形制作的魔法人偶。虽然看着很可爱，但在制作时也注入了很强的怨念。因此，在主人睡着时会擅自动起来，并且拿手里的菜刀捅主人肚子，万幸的是这菜刀也是布制的。,冬贝利是种忧郁的<hex:02100103>怪物。<hex:02100103>——阿尔卡·佐尔卡,大伙的怨恨,令范围内我方宠物的攻击力和防御力各增加40。不过使用特殊技点数之后宠物会被强制回收。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>20秒
24,召唤出宠物“精金幼龟”。<hex:02100103>就算骑在它背上也不会带你去海底找龙宫的啦。,生息在砂盐滩的精金龟的幼体。虽然它很想跟上主人，但可能是觉得爬行太费力，不知何时起练就了一手靠旋转龟壳来移动的本领。看起来很有成为贤者的潜质。,在精金龟附近永远不要<hex:02100103>放松警惕。<hex:02100103>　　　　——鬼哭队卫士,龟踏,令范围内敌人的防御力降低25%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>6秒
25,召唤出宠物“盗龙小宝”。<hex:02100103>牙还没长齐的小盗龙，某种程度上来说应该是好事……,人工孵化出的盗龙幼崽。埋枝村的商人发现哥布林族饲养盗龙作家畜后，也试着人工养殖出来的成果。把它养大的话应该能成为可靠的伙伴。牙还没长齐也喜欢咬来咬去。,我的天啊……这只盗龙<hex:02100103>简直太非同凡响了！<hex:02100103>　　　　　——诺诺佩萨,太古的生命,无效化“玩偶”类型的宠物对使用特殊技点数的宠物的攻击。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>10秒
26,召唤出宠物“小蝙蝠”。<hex:02100103>带上它就有种吸血鬼的感觉，不过这只小蝙蝠还没吸过血。,梅梅卢恩商会的商人诺诺卢恩售卖的小蝙蝠。卖的时候他宣称这小蝙蝠新鲜可口，但外表却完全看不出这点。不过好处是带上它就会让人有种成为了吸血鬼的感觉。,蝙蝠既不是鸟类也不是<hex:02100103>兽类。所以常有人认为<hex:02100103>它是不伦不类的异类。<hex:02100103>　　　　——阿尔德福特,超声波,对范围内的敌人每秒造成10点持续伤害。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>20秒
27,召唤出宠物“树苗精”。<hex:02100103>不要再去追究为什么一棵树会走路这种问题了！,外形就是一个球根的草木纲魔物。因为对肥沃土壤和丰富阳光的追求，会用根当作脚来移动。如果掉进了沟坎或弃置的木箱里，就没法靠自己脱身了。,每棵树苗都是这个美妙<hex:02100103>的世界的一个小小的亮<hex:02100103>点。<hex:02100103>　　　　　　——弗弗茶,撒种,设置陷阱。10秒后可通过点击发动陷阱按钮起爆。对范围内的敌人造成260攻击力的伤害。
28,召唤出宠物“灰尘兔”。<hex:02100103>其实魔石精和兔子也不是完全没关系，虽然是在食物链上……,魔石精的幼体。因为牙齿还没长好，吃不了较硬的矿石，以沙粒和小石子为食。“灰尘兔”是根据它那满身灰尘的样子起的昵称。最喜欢的是材质柔软的宝石。,我已经请格里达尼亚的<hex:02100103>鬼哭队帮我们看住魔石<hex:02100103>精，不让它们出城。<hex:02100103>　　　　　　——麦森塔,嬉闹攻击,对范围内的敌人造成90攻击力的伤害。
29,召唤出宠物“无头骑士模型”。<hex:02100103>骑士虽小，装备俱全，要小心那些锋利的边角。,模仿妖异“无头骑士”的外形制作的魔法人偶。无头骑士其实是一种没有实体的妖异，附在板金铠之类的东西上才能在物质界活动。而这个人偶的肚子里则是填满了机械部件，盔甲就是用来掩饰这些的。,北方的“荣耀溪”地区<hex:02100103>是无头骑士等各种凶恶<hex:02100103>魔物的巢穴。<hex:02100103>　　　　　——沃克莱尔,彷徨盔甲,设置陷阱。10秒后可通过点击发动陷阱按钮起爆。对范围内的敌人造成180攻击力的伤害。
30,召唤出宠物“巨蝌蚪”。<hex:02100103>没错，巨蟾蜍小时候就是能离开水面在空中飞的，有问题？,在萨纳兰的水边钓到的巨蟾蜍幼体。过段时间应该就会开始长脚，慢慢长成一只巨蟾蜍了吧。但要是看它长大了就丢掉的话，周边要是有人失踪可就都是你的错了，所以一定要负起责任一直养下去啊！,这些蟾蜍很巨大，<hex:02100103>说明它们的肝脏也<hex:02100103>一定很大。<hex:02100103>　　　　　——哈蒙,滑溜溜粘膜,令范围内敌人的攻击力降低50%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>15秒
31,召唤出宠物“胖墩跳蜥”。<hex:02100103>这是要吃了多少东西才能胖成这样……,跳蜥的幼体。这只小动物的故乡是库尔札斯地区，在它即将成为独眼巨人史特罗佩斯的盘中餐时，被冒险者救了下来。在它长大爆发野性之前，大概都不会忘记冒险者的恩情吧……,跳蜥会将搬运花粉的小<hex:02100103>蜜蜂吃得一干二净。<hex:02100103>　　　　——比尔德雷格,野性的呼唤,让范围内的敌人增加“魔物”类型的弱点。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>15秒
32,召唤出宠物“小牛犊”。<hex:02100103>大家都知道小牛犊肉质鲜嫩，一定得盯紧了……,住在沙之家的仓库一角的小水牛，直到搬迁时才被发现。因为不知道主人是谁，被交给冒险者来照顾。看起来肉质很鲜嫩。,我单凭一把手锯便前去挑<hex:02100103>战巨大的水牛，一大意，<hex:02100103>就弄得遍体鳞伤了！<hex:02100103>　　　　　　——戈德伯特,猛牛的愤怒,令使用特殊技点数的宠物的攻击力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>15秒
33,召唤出宠物“幼小仙人掌”。<hex:02100103>仙人掌在小的时候还没法把针甩出来，这样挺好。,幼小的仙人掌。僵尸哈布一直以为它是仙人掌1号和2号的孩子，但实际上，它却是仙人掌3号和2号之间年轻时犯下的错误所造成的后果……,仙人掌蕴含的水分可是<hex:02100103>对皮肤很好的。<hex:02100103>　　　　——古恩特拉姆,狂奔,令使用特殊技点数的宠物的移动速度提高30%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>10秒
34,召唤出宠物“小壳蟹”。<hex:02100103>幸好我们不用去对着它的大同类们打上好几年。,小小的螃蟹。在鲜血滨的海边休息时，被卷进了冒险者和魔物的战斗，被踩了一脚后失去了意识。战斗之后被当成战利品带回来饲养。每天都在横行霸道。,……呵，莫非是被大螃<hex:02100103>蟹绊了个跟头吗？<hex:02100103>　　　　——布里亚迪安,小蟹钳,打消范围内敌人的所有强化效果。
35,召唤出宠物“小狼”。<hex:02100103>漆黑的王狼是它的偶像。,被救下的小狼。血统纯正，是接受过正规军用训练的战狼的后代，自信而听话，是值得信赖的好伙伴。漆黑的王狼是它的偶像，期待着在战场上大展身手。,东有狼焉，出于窈冥，<hex:02100103>龇牙咧嘴何狂哉。<hex:02100103>　　　　——异国的诗人,月下狼嚎,令范围内我方宠物的攻击力增加20。当该宠物为“动物”类型时，攻击力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>6秒
36,召唤出宠物“小亮眼”。<hex:02100103>一直觉得背后有视线？那真有可能不是这家伙……,年幼的妖异“冥鬼之眼”。根据妖异学者的研究，这种妖异的幼体好像是从成熟个体的泪水中诞生的，这说法尚未得到验证。因为一直不眨眼，把它带在身后的话有可能会被盯得浑身不自在。,……虽然种族不同，但<hex:02100103>我也能读懂你的眼神。<hex:02100103>　　　　——纳尔基·冬,凶眼注目,对范围内的敌人造成230攻击力的伤害。
37,召唤出宠物“渡渡鸟雏”。<hex:02100103>还只是一只雏鸟，应该不会吐痰打嗝反刍之类的吧……,原产自马兹拉雅岛的渡渡鸟的雏鸟。因为除去了毒腺，无法再喷毒气。越长越圆，看起来就很好吃，如果将来下蛋的话也是个很好的食材来源。它的成长真是很令人期待。,渡渡鸟的肉和所产的蛋<hex:02100103>都相当美味！<hex:02100103>　　　　　——穆格拉姆,筑巢,当防御盾被破坏时，可令其复活。
38,召唤出宠物“矿爬虫虫”。<hex:02100103>成长之后很危险，可你忍心把这么可爱的生物丢到火炉里吗？,矿爬虫的幼虫。为了成长所需的矿物质，成天都吸附在岩石上不肯离开。在矿爬虫栖息的区域里，采矿时经常就能发现这些贪婪的幼虫。,不过……数量有些不够<hex:02100103>啊……果然是被矿爬虫<hex:02100103>给吃了？<hex:02100103>　　——德兰肯·斯塔格,硬质化,令范围内我方宠物的防御力增加10。当该宠物为“魔物”类型时，防御力增加30。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>6秒
39,召唤出宠物“小山羊玩偶”。<hex:02100103>这只是一个玩偶，不用担心动物保护协会来絮絮叨叨。,模仿山羊外形的魔法人偶。在库尔札斯的民间传说里，山羊经常被描绘成贪吃的形象，但在沙漠之民之间却象征着富贵。因此在有孩子出生时，为了表示希望他将来富贵腾达，有着赠予大山羊玩偶的风习。,山羊肉排是高地之民的<hex:02100103>一种传统美食。<hex:02100103>　　　　　——林格萨斯,软绵绵,打消范围内我方身上的弱化效果。
40,召唤出宠物“幼碧企鹅”。<hex:02100103>不给它鱼吃，它就一直跟着你，给了它鱼吃，它更一直跟着你。,碧企鹅的幼鸟。米莉丝与乔纳森为了对冒险者的探索成就表达敬意而特别献上的礼物。说来米莉丝与冒险者所邂逅的地方也正好是在碧企鹅瀑布来着，不过这只小鸟对这些情况都一无所知啦。,护巢的母鸟面对偷蛋贼<hex:02100103>从来不会手下留情。<hex:02100103>　——弗朗德隆·兰代勒,蹒跚学步,令使用特殊技点数的宠物的自动攻击变为范围攻击。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>12秒
41,召唤出宠物“发芽小猩猩”。<hex:02100103>身上的植被还不够，可能有点着凉了。,古菩猩猩的幼崽。还在发育期，头顶的植物才刚刚发芽。作为一种食量巨大的魔物，喂养它长大需要消耗的食物量不计其数，掂量下钱包吧。,这只古菩猩猩看上去怪<hex:02100103>怪的……要小心！<hex:02100103>　　　　——雅·修特拉,打喷嚏,可以拆除敌人设置的陷阱。
42,召唤出宠物“一口小果冻”。<hex:02100103>据说它的祖先是黑色的。,小小的软糊怪。这种生物会分裂增殖，如果将它收在容器里，打开时就会发现被它们填满了。据说它的祖先不是紫色，而是黑色的。,这个……会说话？<hex:02100103>　　　　　　——冒险者,粘滑,无效化“玩偶”类型的宠物对使用特殊技点数的宠物的攻击。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>10秒
43,召唤出宠物“魔导先锋追踪型”。<hex:02100103>1/9比例的模型，没有附带帝国驾驶员。,雕金匠行会引以为豪的大比例模型第一弹。以1/9的比例完美再现了加雷马帝国的无人机魔导先锋追踪型。该包装没有附带帝国驾驶员。,让他们领教一下魔导技<hex:02100103>术的可怕之处！<hex:02100103>　　　　　——帝国士兵,过载,令范围内我方宠物的特殊技点数增加10。对拥有同效果特殊技的宠物无效。
44,召唤出宠物“恶魔砖块”。<hex:02100103>就算看起来像豆腐，也是一块有魔法的豆腐！,施加了魔法而变得可动的方块。好像是古代无限城里的见习妖术师们制作的练习作品。他们通过在这样的小砖块上进行修行，最终做出了整面墙壁大小的恶魔墙。,在这身装备的下面，我<hex:02100103>其实是由很多名为秘密<hex:02100103>的砖块堆砌而成的。<hex:02100103>　　　　　　——茶茶伊,击退,击退范围内的敌人。
45,召唤出宠物“大头小鼹鼠”。<hex:02100103>真不是营养不良，只不过一直在梦里吃大餐。,在王立娜娜莫菜园捕获到的鼹鼠幼崽。被博物学家马尔塞特当做实验体来证明自己的学说，遭了很长时间的罪。现在和冒险者非常亲近，但是完全没有意识到是谁杀掉了自己的生母。,鼹鼠母亲为了保护幼小<hex:02100103>的鼹鼠会抓狂……<hex:02100103>　　　　　　——佳佳莉,鼹鼠的愤怒,令使用特殊技点数的宠物的攻击力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>15秒
46,召唤出宠物“睡羊羊”。<hex:02100103>来自东方的小羊羔，已经失去了魔法之力。,在降神节期间遇到的小羊。因为违背主人的命令导致生命垂危，后来在冒险者引发的奇迹下重新恢复了活力，不过却也失去了原本的魔法之力。今后再也不用被当做军用实验品了。,隐藏在事件中的“真相”……<hex:02100103>如同在镜之迷宫彷徨的可怜羔<hex:02100103>羊……<hex:02100103>　　　　　　——希尔迪布兰德,慈爱之心,令使用特殊技点数的宠物的防御力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>10秒
47,召唤出宠物“粘液胶”。<hex:02100103>其实就是被打散了之后自行恢复的小碎片。,其实就是被打散了的粘液怪。在挖掘工程中的污水池里自然产生的魔物，是采矿工们非常忌惮的对象。但是也有某部分奇怪爱好的人觉得粘液怪很有个性很可爱。,搭建栅栏居然要用到魔物<hex:02100103>的粘液，我在伊修加德那<hex:02100103>会儿可是想都不敢想啊。<hex:02100103>　　　　　　　——吕凯洛,黏黏细胞,让范围内的敌人增加“魔物”类型的弱点。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>15秒
48,召唤出宠物“小小蔓德拉”。<hex:02100103>虽然现在的嚎叫声还不至于太危险，不过也是相当有震慑力的。,蔓德拉的幼体。在绿地丰富的地方除草时，偶尔会发现刚发芽的幼小蔓德拉。如果硬把它从土里拔出来的话，发出的嚎叫声可能会让人发狂。除草时一定要多加注意。,关于蔓德拉的情报我们<hex:02100103>了解得很少。<hex:02100103>　——艾欧泽亚博物学家,冲顶,对范围内的敌人造成90攻击力的伤害。
49,召唤出宠物“哥布林玩偶”。<hex:02100103>因为没人见过面具下的脸，所以玩偶也只能做外形了……,仿照哥布林英雄布雷福洛克斯而制作的魔法人偶。原本是用于宣传其各种伟大事迹的，可是不知道为什么刻上了科学家集团“青蓝之手”的标记。,青蓝之手　科学技术<hex:02100103>世界第一！<hex:02100103>　　——青蓝之手成员,哥布妨碍,降低范围内敌人特殊技点数最大值的50%。
50,召唤出宠物“妖精娃娃”。<hex:02100103>可惜不能说话呼啾。,模仿妖精族外形的魔法人偶。材质是上等的妖精绢布，上面还施加了妖精族的独特咒文。外表非常可爱，好像是仿照着刚出生不久的“神子”来做的。,传说的神子……据说是<hex:02100103>一千年才会诞生一次的<hex:02100103>传说中的妖精族。<hex:02100103>　　　　——弗里克希奥,咒文,令范围内敌人的攻击力降低50%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>15秒
51,召唤出宠物“手指光标”。<hex:02100103>支配万物命运的神的指引。,据说是模仿了古神造型的魔法人偶。某个哥布林的神学者在烂醉之后宣称这个世界是编号第14的世界，在最初的那个世界里，万物主宰的姿态就是个指指点点的白色手套。,好奇怪的形状。<hex:02100103>就像是手指一样……<hex:02100103>　　　　　——阿莉塞,恶魔的选择,令范围内敌人的防御力降低50%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>15秒
52,召唤出宠物“无敌号模型”。<hex:02100103>传说中的飞空艇，真想要个1:1的啊。,飞空艇的模型。原型是高风飞行社的创始人塔塔诺拉建造的无敌号飞空艇，因为这艘船沿用了大型船只的设计，最终根本不能飞，浪费了大量的钱财，也是一段传说了。,……想要打听飞空艇的<hex:02100103>情报？你真是个无知无<hex:02100103>畏的冒险者啊。<hex:02100103>　　　　　　——吕多瓦,航空支援,令范围内我方宠物的攻击力增加20。当该宠物为“机件”类型时，攻击力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持续时间：<hex:0249020103><hex:0248020103>6秒
