key,7,8,9,10
32,使用诱引香陷阱引来笠头螈并将其打倒<hex:02100103>获取云海物种的骨骼标本,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我还想继续委托各位冒险者采集标本，<hex:02100103>请使用诱引香陷阱引来指定对象并迅速将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
33,使用诱引香陷阱引来原角鼻龙并打倒<hex:02100103>获取云海物种的骨骼标本,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我还想继续委托各位冒险者采集标本，<hex:02100103>请使用诱引香陷阱引来指定对象并迅速将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
34,使用诱引香陷阱引来腔骨龙并将其打倒<hex:02100103>获取云海物种的骨骼标本,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我还想继续委托各位冒险者采集标本，<hex:02100103>请使用诱引香陷阱引来指定对象并迅速将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
35,使用诱引香陷阱引来械齿鲸并将其打倒<hex:02100103>获取云海物种的骨骼标本,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我还想继续委托各位冒险者采集标本，<hex:02100103>请使用诱引香陷阱引来指定对象并迅速将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
36,将收集品交给恩惠号的艾因哈特家的飞行员,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第二阶段。,最后，请将收集到的物品交给恩惠号附近的艾因哈特家的飞行员。,感谢各位的帮助。<hex:02100103>报酬可以在恩惠号附近领取！
37,「シルバーシェル」を討伐,こちらアインハルト管制、貴船の進入を確認した。<hex:02100103>ようこそ、ディアデム諸島へ！,冒険者諸君には、博物学研究に必要な卵の確保を依頼したい。<hex:02100103>まずは周辺を探索しつつ、卵狙いのネズミが現れるのを待ってくれ。,
38,打倒斑点哈库拉克,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者采集博物学研究要用的蛋，<hex:02100103>请先在周围进行探索，等待偷蛋的魔物出现。,
39,打倒云上毛爬虫,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者采集博物学研究要用的蛋，<hex:02100103>请先在周围进行探索，等待偷蛋的魔物出现。,
40,打倒剑齿虎,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者采集博物学研究要用的蛋，<hex:02100103>请先在周围进行探索，等待偷蛋的魔物出现。,
41,「エイジレス・サンクチンニ」を討伐,こちらアインハルト管制、貴船の進入を確認した。<hex:02100103>ようこそ、ディアデム諸島へ！,冒険者諸君には、博物学研究に必要な卵の確保を依頼したい。<hex:02100103>まずは周辺を探索しつつ、卵狙いのネズミが現れるのを待ってくれ。,
42,「サンソルデス」を討伐,こちらアインハルト管制、貴船の進入を確認した。<hex:02100103>ようこそ、ディアデム諸島へ！,冒険者諸君には、博物学研究に必要な卵の確保を依頼したい。<hex:02100103>まずは周辺を探索しつつ、卵狙いのネズミが現れるのを待ってくれ。,
43,打倒蚁鹰蜂,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者采集博物学研究要用的蛋，<hex:02100103>请先在周围进行探索，等待偷蛋的魔物出现。,
44,打倒窃蛋鼠,看来偷蛋的魔物已经出现了。,立即赶往它们偷蛋的地方，<hex:02100103>打倒窃蛋鼠！,
45,打倒窃蛋鼠,看来偷蛋的魔物已经出现了。,立即赶往它们偷蛋的地方，<hex:02100103>打倒窃蛋鼠！,
46,打倒窃蛋鼠,看来偷蛋的魔物已经出现了。,立即赶往它们偷蛋的地方，<hex:02100103>打倒窃蛋鼠！,
47,将古生物的蛋搬运至回收地点,收拾掉偷蛋的魔物后，检查一下你周围有没有蛋。,如果找到了古生物的蛋，希望你能把它搬运到指定地点。,
48,打倒云上陷阱草 获取云海妖花粉,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者采集用于制作特殊香料的素材，<hex:02100103>请打倒云上陷阱草，获取云海妖花粉。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
49,打倒洪水巨虫 获取巨虫肝,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,下一个用于制作香料的素材是巨虫肝，<hex:02100103>请打倒洪水巨虫，获取巨虫肝。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
50,将收集品交给恩惠号的艾因哈特家的飞行员,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第二阶段。,最后，请将收集到的物品交给恩惠号附近的艾因哈特家的飞行员。,感谢各位的帮助。<hex:02100103>报酬可以在恩惠号附近领取！
51,从恩惠号的艾因哈特家的飞行员那里获取试剂,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我们开发了一种用于对抗强大魔物的试剂，<hex:02100103>想请各位冒险者在实战中试验一下效果。,首先请前往恩惠号附近，从艾因哈特家的飞行员那里获取试剂。
52,使用弱化试剂打倒银壳蟹,希望你们能对银壳蟹使用弱化试剂，然后将其打倒。,使用试剂的时机就交给你们自己判断，<hex:02100103>但一定要对其使用试剂后再打倒！,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
53,使用弱化试剂打倒云上毛爬虫,希望你们能对云上毛爬虫使用弱化试剂，然后将其打倒。,使用试剂的时机就交给你们自己判断，<hex:02100103>但一定要对其使用试剂后再打倒！,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
54,使用弱化试剂打倒剑齿虎,希望你们能对剑齿虎使用弱化试剂，然后将其打倒。,使用试剂的时机就交给你们自己判断，<hex:02100103>但一定要对其使用试剂后再打倒！,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
55,使用弱化试剂打倒不老山克芹尼,希望你们能对不老山克芹尼使用弱化试剂，然后将其打倒。,使用试剂的时机就交给你们自己判断，<hex:02100103>但一定要对其使用试剂后再打倒！,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
56,使用弱化试剂打倒太阳索德斯龙,希望你们能对太阳索德斯龙使用弱化试剂，然后将其打倒。,使用试剂的时机就交给你们自己判断，<hex:02100103>但一定要对其使用试剂后再打倒！,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
57,使用弱化试剂打倒云冠恩底弥翁,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第二阶段。,下一个目标是云冠恩底弥翁。<hex:02100103>一定要对其使用试剂后再打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
58,使用弱化试剂打倒斑点哈库拉克,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第二阶段。,下一个目标是斑点哈库拉克。<hex:02100103>一定要对其使用试剂后再打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
59,使用弱化试剂打倒云冠鹈鹕,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第二阶段。,下一个目标是云冠鹈鹕。<hex:02100103>一定要对其使用试剂后再打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
60,使用弱化试剂打倒笠头螈,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第二阶段。,下一个目标是笠头螈。<hex:02100103>一定要对其使用试剂后再打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
61,使用诱引香陷阱引来角蚂蜓并将其打倒,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
62,使用诱引香陷阱引来巨猿并将其打倒,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
63,使用诱引香陷阱引来剑齿虎并将其打倒,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
64,使用诱引香陷阱引来云冠雄狮并将其打倒,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
65,使用诱引香陷阱引来云冠独角兽并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
66,使用诱引香陷阱引来云冠魔象并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
67,「クラウン・トラマ」を討伐,こちらアインハルト管制……<hex:02100103>血の匂いに引き寄せられ、さらなる強敵が現れたようだ。,これを放置すれば、探索の障害となることは明白……<hex:02100103>目標を変更し、ただちに討伐されたし。,
68,「ケルケス」を討伐,こちらアインハルト管制……<hex:02100103>血の匂いに引き寄せられ、さらなる強敵が現れたようだ。,これを放置すれば、探索の障害となることは明白……<hex:02100103>目標を変更し、ただちに討伐されたし。,
69,「ディアデム・ペガサス」を討伐,こちらアインハルト管制……<hex:02100103>血の匂いに引き寄せられ、さらなる強敵が現れたようだ。,これを放置すれば、探索の障害となることは明白……<hex:02100103>目標を変更し、ただちに討伐されたし。,
70,「ビッグビロコ」を討伐,こちらアインハルト管制……<hex:02100103>血の匂いに引き寄せられ、さらなる強敵が現れたようだ。,これを放置すれば、探索の障害となることは明白……<hex:02100103>目標を変更し、ただちに討伐されたし。,
71,使用诱引香陷阱引来云冠恩底弥翁并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第二阶段。,驱除完下一个危险生物就达成目标了，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,不过，这次的目标相当强大。<hex:02100103>请不要专注于探索，集中精力打倒目标。
72,使用诱引香陷阱引来原角鼻龙并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第二阶段。,驱除完下一个危险生物就达成目标了，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,不过，这次的目标相当强大。<hex:02100103>请不要专注于探索，集中精力打倒目标。
73,使用诱引香陷阱引来西方腾云蛇并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第二阶段。,驱除完下一个危险生物就达成目标了，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,不过，这次的目标相当强大。<hex:02100103>请不要专注于探索，集中精力打倒目标。
74,使用诱引香陷阱引来云冠鹈鹕并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第二阶段。,驱除完下一个危险生物就达成目标了，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,不过，这次的目标相当强大。<hex:02100103>请不要专注于探索，集中精力打倒目标。
75,使用诱引香陷阱引来云冠巨嘴鸟并将其打倒,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
76,使用诱引香陷阱引来新种大口花并将其打倒,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
77,使用诱引香陷阱引来锋螯陆蟹并将其打倒,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
78,使用诱引香陷阱引来太阳索德斯龙并将其打倒,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
79,使用诱引香陷阱引来群落猴面雀并将其打倒,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
80,使用诱引香陷阱引来珠宝飞蚤并将其打倒,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
81,使用诱引香陷阱引来不老山克芹尼并将其打倒,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
82,使用诱引香陷阱引来蚁鹰蜂并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我想继续委托各位冒险者驱除危险生物，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
83,使用诱引香陷阱引来杀人蚁并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我想继续委托各位冒险者驱除危险生物，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
84,使用诱引香陷阱引来斑点哈库拉克并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我想继续委托各位冒险者驱除危险生物，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
85,使用诱引香陷阱引来天蟾蜍并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我想继续委托各位冒险者驱除危险生物，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
86,使用诱引香陷阱引来三角龙并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我想继续委托各位冒险者驱除危险生物，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
87,使用诱引香陷阱引来幼年腕龙并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我想继续委托各位冒险者驱除危险生物，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
88,使用诱引香陷阱引来鲁南缇希并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我想继续委托各位冒险者驱除危险生物，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
89,使用诱引香陷阱引来械齿鲸并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我想继续委托各位冒险者驱除危险生物，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
90,打倒东方腾云蛇,这里是艾因哈特管制台……<hex:02100103>看来血的味道吸引了更加强大的魔物。,如果放置不管势必会成为探索的障碍，<hex:02100103>目标变更，请立即讨伐。,
91,打倒赛勒菲,这里是艾因哈特管制台……<hex:02100103>看来血的味道吸引了更加强大的魔物。,如果放置不管势必会成为探索的障碍，<hex:02100103>目标变更，请立即讨伐。,
92,使用诱引香陷阱引来笠头螈并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第二阶段。,驱除完下一个危险生物就达成目标了，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,不过，这次的目标相当强大。<hex:02100103>请不要专注于探索，集中精力打倒目标。
93,打倒不老枯树精,这里是艾因哈特管制台……<hex:02100103>看来血的味道吸引了更加强大的魔物。,如果放置不管势必会成为探索的障碍，<hex:02100103>目标变更，请立即讨伐。,
94,打倒无齿翼龙,这里是艾因哈特管制台……<hex:02100103>看来血的味道吸引了更加强大的魔物。,如果放置不管势必会成为探索的障碍，<hex:02100103>目标变更，请立即讨伐。,
95,使用诱引香陷阱引来云冠魔象并将其打倒,这里是艾因哈特管制台，<hex:02100103>已确认飞空艇位置，欢迎来到云冠群岛！,我想委托各位冒险者驱除危险生物，<hex:02100103>请在目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
96,使用诱引香陷阱引来腔骨龙并将其打倒,这里是艾因哈特管制台……<hex:02100103>已确认完成探索任务第一阶段。,我想继续委托各位冒险者驱除危险生物，<hex:02100103>请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。,另外，在执行任务的过程中，<hex:02100103>也希望你们能够在目标地区附近进行探索，以提高“活动评价”。
97,誘引香の罠で「コエロフィシス」を誘き寄せて討伐,こちらアインハルト管制……<hex:02100103>探索任務の第二段階完了を確認した。,次の標的を討伐すれば、任務は完了だ。<hex:02100103>次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。,また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。
98,誘引香の罠で「エイジレス・ダイアマイト」を誘き寄せて討伐,こちらアインハルト管制……<hex:02100103>探索任務の第二段階完了を確認した。,次の標的を討伐すれば、任務は完了だ。<hex:02100103>次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。,また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。
99,誘引香の罠で「アントホーク」を誘き寄せて討伐,こちらアインハルト管制……<hex:02100103>探索任務の第二段階完了を確認した。,次の標的を討伐すれば、任務は完了だ。<hex:02100103>次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。,また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。
100,,,,
