key,8,9,10
15,分布在世界各地的中型甲壳生物。其肉质当中含有特殊的臭味，所以很少用于食用。有的个体在长大后也会一直带着幼年时用于藏身的物品，看起来就如同戴着头盔一般。,水属性魔法伤害,对自身施加加速
16,一种凶猛的大螳螂，栖息在南洋群岛的热带雨林中。跟随着平原之民的集体迁移而来到了拉诺西亚，通过以当地的野生生物和大意的人类为食实现了数量的急剧增加，如今已经彻底定居了下来。,斩击属性物理伤害,对敌人造成无属性魔法伤害＋物理受伤加重
17,在以太的作用下，由动物的尸体和腐液或者其他肮脏的废水中诞生的半魔法生命体。虽说大体上都是偶然出生的，不过也可以通过人工手段创造出来。,无属性魔法伤害＋召唤者体力吸收,对敌人造成无属性魔法伤害＋止步
18,凭依在板甲上的一种巨像兵。比较常见的说法认为它们是古代魔法师的傀儡，还有说法认为它们是寄宿有灵魂碎片的亡灵或者是拥有异界灵魂的妖异。这些说法都有可能是事实。,斩击属性物理伤害,对己方施加物理攻击造成伤害提高
19,一种夜行性有翼兽，会将巢建在洞穴或者树洞之类的阴暗场所。白天时在巢中休息，晚上则飞到外面活动。根据种类的不同，其主食也各异，包括飞虫、果实、血液等，其粪便自古就用于燃料和肥料当中。,无属性魔法伤害＋召唤者体力吸收,对敌人造成无属性魔法伤害＋命中率降低+己方的弱化效果解除
20,一种食虫植物，分布在森林和草原之中。能够伪装成花瓣，再利用叶面的黏液将接近过来的大型昆虫抓住，最后再插入根管吸食猎物的体液。过去还曾有愚蠢的人类尝试将其当作观叶植物，结果不幸变成了它的温床。,风属性魔法伤害＋击退+中毒,对敌人造成无属性魔法伤害＋魔法受伤加重
21,一种食肉兽，双足十分发达，能在大地上飞奔。虽然席兹生有羽毛，不过从博物学来看它们好像与盗龙有一定关系，所以还是被分类为甲鳞纲。体内能生成种类丰富的毒素，进食不同的食物会对它们生成的毒素种类和羽毛颜色产生影响。,冰属性魔法伤害,对敌人造成无属性魔法伤害＋石化
22,一种移动性仙人掌，主要生息在干燥地带。为了能在严苛的环境中生存，一旦感受到威胁就会发射针刺进行防卫。近年来，由于游乐场以它为主题推出了吉祥物，人们擅自靠近仙人刺已经成了一种社会问题。,突刺属性物理伤害,对己方施加双刃剑
23,为没有生命的泥土和石块赋予暂时的生命形成的魔法生命体。多是由魔法师人为创造的，但是满足特定条件，比如因灵灾的影响等造成环境以太混乱之类的情况，也会自然产生。,土属性魔法伤害,对敌人造成土属性魔法伤害＋土属性耐性降低
24,主要栖息在海边的大型海鸟。使用翅膀游走在海中，捕食沙丁鱼等小型鱼类。当感受到危机时会用力吐出胃里的鱼进行攻击，甚至会更进一步投影出金枪鱼等大型鱼的幻影进行威慑。,水属性魔法伤害,对敌人造成水属性魔法伤害＋减速
25,原产于萨维奈岛的巨大陆龟。在第六星历末期，格里达尼亚为了举办活动引进了大量的渡渡鸟蛋，其中混入了一部分精金龟的蛋。它的蛋现在已经是艾欧泽亚著名的三大美味之一。,雷属性魔法伤害,对己方施加物理受伤减轻+石化耐性提升
26,四肢强健，头部生有横着生长的大型犄角。多见于提诺尔卡和拉诺西亚边境的村庄里，既能帮助农耕，也能提供食用的肉类，但也有部分个体逃了出去变成了野生水牛。因其巨大的体型，它们的踩踏极具威胁，年轻冒险者在面对它们时多有受伤。,打击属性物理伤害,对敌人造成无属性魔法伤害+眩晕
27,古代尼姆人为了补充食物而用魔法将一种软体动物进行了巨大化，乌菊石就是当时那个物种的后代。虽然口感挺好，但是几乎没什么味道，所以现代人已经不怎么吃了。烹调师行会也在尝试要如何活用此类资源。,冰属性魔法伤害,对敌人造成无属性魔法伤害+中毒
28,巨大的环节动物。能通过身体的细微震动将沙子液化，实现在沙子上迅速移动。即便成长，外形上也没什么变化，只是一味地变大，所以其体长和年龄是对应的。,土属性魔法伤害+失明,对敌人造成土属性魔法伤害+加重
29,出没于石场和矿山的黑色魔物。根据古籍«百石大鉴»中的记载，其实魔石精是被石头支配了。于是后人根据这一点将其在物种上划分到了咒具纲中。另外有些个体似乎还拥有足以理解人类语言的智慧。,火属性魔法伤害,对敌人造成7次打击属性物理攻击伤害
30,巨大的双足野兽。头部生有苔藓，和下面的本体是共生关系。苔藓能为宿主提供保护伪装的效果，同时也要时刻保证水分。饿了的时候会用那大大的嘴将会动的东西全部吃掉，但打喷嚏的时候也会一并吐出来。,打击属性物理伤害,对敌人造成无属性魔法伤害+病弱
31,体型巨大，不过与肥大的身体比起来，四肢略短。会快速伸出黏糊糊的舌头将甲虫等大型虫类整个吞下，画面震撼。在远东地区，似乎还有忍者将其近亲作为使魔使用。,冰属性魔法伤害,对敌人造成打击属性物理伤害+吸引＋命中率降低
32,原产于南洋的小鸟，色彩鲜艳，造型独特。据说那奇特形状的喙是为了吸取花蜜而演化出来的。喜欢发光的物品，有时会学人类说话吸引对方注意，然后趁机从商人之类的手中夺取贵重物品。,突刺属性物理伤害,对敌人造成5次打击属性物理攻击伤害
33,极其凶猛的四足食肉动物，原产于近东地区。头部生有两条能够自由活动的触角，看上去就好像长长的胡须。这两条触角能够放出电击令猎物麻痹，实现高效捕食。人们也会将其作为战斗型野兽进行培养，时常能看到海盗使役长须豹的情形。,雷属性魔法伤害,对敌人造成雷属性魔法伤害+麻痹+雷属性耐性降低
34,栖息在森林地带的两足食肉蜥蜴。虽然不是鸟，不过其狩猎中的迅猛形象经常被比喻成猛禽。另外它们狩猎时也经常结伴而行，所以彼此的关系很深厚。,冰属性魔法伤害,对敌人造成火属性魔法伤害+火属性耐性降低
35,一种凶暴的大型野兽，会用灼热的火焰吐息将猎物杀死后食用。多是蜥蜴人族的驯兽或者龙族的眷属。不同种类之间吐息的性质也会有所不同，使用雷电代替火焰作为武器的亚种被称作雷蛟。,火属性魔法伤害,对己方施加魔法受伤减轻+火属性耐性提升
36,可以移动的大树。平时会伪装成普通树木的样子一动不动，不过需要捕食的时候便会行动起来，并直接将捕获的动植物放到口中吞掉。一般会在靠近人烟的地方看到它们，因品性温厚，在黑衣森林中被视为“森林的守护者”。,土属性魔法伤害+噩梦,对敌人造成风属性魔法伤害+击退
37,分布在干燥地带的大型蚁。虽然没有智慧，但是过着以女王为中心，分工清晰明确的社会化生活。它们在地下筑起的巢会随着群体规模的扩大而不断扩张，最后内部结构会复杂得像迷宫一样。擅自进入是很危险的。,突刺属性物理伤害,对敌人造成减速+对己方施加灵极性耐性提升
38,有着狮子、山羊以及龙头的异形魔物。背上长着如蝙蝠一样的翅膀，尾巴又与蝎子的尾巴极其相似，奇美拉拥有着多种魔兽的特征。作为合成兽代表的“奇美拉”这个词的来源，就是这种魔兽。,火属性魔法伤害+目标处于冻结状态时附加追加伤害,对敌人造成冰属性魔法伤害+冻结+冰属性耐性降低
39,移动性大型食兽植物。捕食猎物时，会从捕食器官释放出强烈的气味。这种气味会随着种类、生息地、捕食的猎物而改变，因此还有人为了追求极致的香气而饲养它们。,突刺属性物理伤害,对敌人造成无属性魔法伤害+减速+失明+麻痹
40,如果人死的时候怀有留恋，灵魂便会既无法升上七天，也无法坠落七狱，只会变成一种浮游体在世间彷徨。这些妖魂看上去像是能够发动咒言的灵体，不过令人费解的是为什么会有动物一样的皮肤。,风属性魔法伤害+死亡宣告,对敌人造成无属性魔法伤害+死亡宣告+目标处于病弱状态时附加追加伤害
41,居住在河底的大型两栖类生物。平时在水中潜伏，一旦有合适的机会，便会用头上的发雷器官发动雷击，在猎物被麻痹后将其整个吞下去。另外它们还会投掷粘性水弹夺取猎物的自由等，攻击手段丰富多样。,水属性魔法伤害,对敌人造成无属性魔法伤害+魔法受伤加重
42,能够一口吞下一个成人的巨蛇。生命力极强，因为其血液被认为适合制成炼金药，所以人们前仆后继尝试将其捕获，结果大都无功而返。至今无法确认其血液中是否含有有效成分。,突刺属性物理伤害+中毒,对敌人造成无属性魔法伤害+石化
43,古代亚拉戈文明以龙族为基础创造的合成生物。拥有多个脑袋，利用多种吐息招式压制敌人。另外与龙族不同的是，它们没有智慧，甚至有时不同的头之间还会出现对立，上演壮烈的头头相残。,突刺属性物理伤害,对敌人造成无属性魔法伤害+病弱
44,拥有一节一节的细长身体和6对翅膀的肉食性飞虫。领地意识很强，能看到它们以产卵地的水域为中心进行巡逻。有时它们会被大型苍蝇寄生，能从其腹部采集到幼虫。,风属性魔法伤害,对敌人造成无属性魔法伤害+中毒
45,被不净的孢子选为苗床的古菩猩猩尸体。随着菌类在古菩猩猩的体内展开繁殖，它们开始把这个尸体当作玩偶一样操控，前往下一个繁殖地。这种孢子是否也会对人类造成不良影响，目前学会也尚未得出结论。,土属性魔法伤害,对敌人造成无属性魔法伤害+吸引
46,随着季节进行迁徙的巨大鸟类。第七灵灾后不久目击数量明显增多，导致市民当中的不安情绪不断蔓延，乌尔达哈甚至出现了“能将祖一击致命的剑”等奇奇怪怪的欺诈商品。,打击属性物理伤害+移动,对敌人造成风属性魔法伤害+风属性耐性降低
47,冰块中寄宿有短暂生命的魔法生命体。虽然也存在自然产生的个例，但绝大部分都是通过魔法师之手诞生的。还有记录提到在魔大战时期，曾有魔法师率领着冰之兵团进行过战斗。,冰属性魔法伤害,对己方施加魔法攻击造成伤害提高
48,海生的大型甲壳类生物。尾巴尖是剪刀一样的形状，可以将捕获的水栖纲魔物直接切断，从而品尝它们的内脏。甚至还有传说称它曾潜伏于某条运河中，弄沉了很多船只，在那里建起了船只的墓地。,突刺属性物理伤害,对敌人造成水属性魔法伤害+偶尔令目标的体力降至个位数
49,一种吃人的妖花，曾经被认为已经灭绝了。不过在第七灵灾时，一部分古代的地层重见天日，可能就导致一些仍然存活的种子再次发育起来，近年来出现了很多关于大王花的目击报告。另外据说这种花会利用独特的香气吸引并操控蜜蜂，似乎有些冒险者对它尤其厌恶。,风属性魔法伤害,对敌人造成无属性魔法伤害+死亡宣告
50,肌肉异常发达的食肉动物。因为第七灵灾之后才有人发现这种生物，所以人们认为它们是蛮神巴哈姆特的孩子，并起名为“贝希摩斯”。而近年来的主流见解则认为它们是从遥远的古代就一直存在的生物。,雷属性魔法伤害,对敌人造成火属性魔法伤害
