key,0,1,2
22,开拓目标：建设开拓工房做好贸易的准备,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>听取开拓小员1号的说明<hex:021402EC03><hex:021302EC03>,委托开拓小员1号整地
23,开拓目标：建设开拓工房做好贸易的准备,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>收集开拓素材<hex:02100103>在开拓制作面板中制作开拓无人岛用石锤<hex:021402EC03><hex:021302EC03>,听取开拓小员1号的说明
24,开拓目标：建设开拓工房做好贸易的准备,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>收集开拓素材建造开拓工房<hex:021402EC03><hex:021302EC03>,收集开拓素材 在开拓制作面板中制作开拓无人岛用石锤
25,开拓目标：建设开拓工房做好贸易的准备,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>向开拓小员1号报告<hex:021402EC03><hex:021302EC03>,收集开拓素材建造开拓工房
26,开拓目标：自由开拓无人岛,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>听取猫耳小员的说明<hex:021402EC03><hex:021302EC03>,
27,开拓目标：自由开拓无人岛,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>按照自己的想法开拓小岛<hex:021402EC03><hex:021302EC03>,听取猫耳小员的说明
28,开拓目标：寻找更高的目标,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>听取猫耳小员的说明<hex:021402EC03><hex:021302EC03>,
29,开拓目标：寻找更高的目标,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>按照自己的想法磨炼开拓的本领<hex:021402EC03><hex:021302EC03>,听取猫耳小员的说明
30,开拓目标：调查小岛的传闻,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>听取猫耳小员的说明<hex:021402EC03><hex:021302EC03>,
31,开拓目标：调查小岛的传闻,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>调查山脉<hex:021402EC03><hex:021302EC03>,听取猫耳小员的说明
32,开拓目标：调查小岛的传闻,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>向猫耳小员报告<hex:021402EC03><hex:021302EC03>,调查山脉
33,开拓目标：调查小岛的传闻,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>听取探险小员的说明<hex:021402EC03><hex:021302EC03>,向猫耳小员报告
34,开拓目标：调查小岛的传闻,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>在开拓制作面板中制作魔法人偶用碎岩设备<hex:02100103>向探险小员报告<hex:021402EC03><hex:021302EC03>,听取探险小员的说明
35,开拓目标：进一步充实无人岛,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>听取猫耳小员的说明<hex:021402EC03><hex:021302EC03>,
36,开拓目标：进一步充实无人岛,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>进一步按照自己的想法充实无人岛<hex:021402EC03><hex:021302EC03>,听取猫耳小员的说明
37,开拓目标：调查山洞,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>听取猫耳小员的说明<hex:021402EC03><hex:021302EC03>,
38,开拓目标：调查山洞,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>听取探险小员的说明<hex:021402EC03><hex:021302EC03>,听取猫耳小员的说明
39,开拓目标：调查山洞,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>调查山洞<hex:021402EC03><hex:021302EC03>,听取探险小员的说明
40,开拓目标：调查山洞,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>向探险小员报告<hex:021402EC03><hex:021302EC03>,调查山洞
41,开拓目标：调查山洞,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>在开拓制作面板中制作真厉害级魔法人偶用碎岩设备<hex:02100103>交给探险小员<hex:021402EC03><hex:021302EC03>,向探险小员报告
42,开拓目标：将无人岛开拓到极致,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>听取猫耳小员的说明<hex:021402EC03><hex:021302EC03>,
43,开拓目标：将无人岛开拓到极致,<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>将无人岛开拓到极致<hex:021402EC03><hex:021302EC03>,听取猫耳小员的说明
44,,,
45,,,
