8,,阿姬·格洛弗,17岁。人族。出生于博兹雅管区玛特尔维。<hex:02100103>博兹雅义军的一员。新生女王之刃中的一人。<hex:02100103><hex:02100103>网罗拳术、剑术、柔术、枪术等诸般武术传承的“翠青门”的拳术师。<hex:02100103><hex:02100103>阿姬既不知父母是谁，也不知自己的本名。在某个寒冷的冬日，一个帝国福利局职员救起了险些冻死的她，并为她起了“阿姬”这个名字。<hex:02100103>博兹雅的港口城市玛特尔维是一个有着20万人口的古都，由于许多劳动者从各地前来谋生，也是人员复杂的城市。在这里，流浪者和孤儿随处可见。有些孤儿是由于战争、疾病失去了亲人，还有一些则是父母因涉嫌某些事件而被当局抓了起来。无论是何原因，很多孤儿只能选择在下水道等地下设施里相依为命。阿姬也是这些“下水道儿童”之一。<hex:02100103>她是在5岁时被救助的，此前的记录一片空白，她对父母也毫无印象。据说她当时连话都不会说。<hex:02100103>福利局将她送到了武艺名门翠青门。在那里，阿姬很快就学会了读书写字，而且在和同门弟子训练的过程中，她的实力也在以惊人的速度成长着。在被救助的时候，阿姬的双眼就像死人一样暗淡无光、毫无生气，宛如一具行尸走肉。但如今，她那阳光开朗的性格已经足以带动全族的气氛了。<hex:02100103>在同门弟子中，阿姬尤其和布拉兹、韦利博尔这两人意气相投，为了不输给他们，她每日都在努力锻炼拳术。不知是因为才气过人还是努力得到了回报，她在16岁时拳术就已经登峰造极。<hex:02100103>抵抗组织中的气氛时常会变得消沉苦闷，但阿姬总能让这些阴云消散。她成为了大家的偶像。阿姬被选为新生女王之刃的一员时，布拉兹和韦利博尔都由衷地为她感到高兴，可阿姬感觉白沙恩只是出于政治顾虑才这样做的。但是，她从不会把消极的心情表露出来。直至今日，她也总是慰问受伤的士兵们，希望能用自己开朗的笑容让大家早日恢复精神。<hex:02100103>她最喜欢吃的是软果糕，那是一种与棉花糖口感相似的甜点。阿姬唯一的儿时记忆，就是在下水道生活时吃过的软果糕的味道。<hex:02100103>
9,,艾尔内斯·皮尔·隆古斯,24岁。人族。出生于兰蒂斯州蒙法尔科内。<hex:02100103>加雷马帝国第四军团“魔兽大队”的传令官。<hex:02100103><hex:02100103>因憧憬兽王莱昂而加入魔兽大队的年轻人。莱昂经常根据战况实时改变自己的作战方案，而且他提出的战术都可谓天马行空，在士官学校的教材上根本就找不到。因此，中央的军官们都将莱昂视为上不了台面的跳梁小丑。比起人类，莱昂更疼爱魔兽，而且他的言行举止十分粗暴，比起军官反而更像是“蛮族将领”。<hex:02100103>在刚刚进入第四军团时，艾尔内斯对莱昂也有这样的印象。但在4年前镇压达尔马斯卡管区的叛乱时，他的想法被彻底改变了。莱昂的确说话难听，但却记得每一个部下的名字，也能明确地指出他们的缺点。在战场上，他常常不顾自身安危，身先士卒与敌军对峙。正如莱昂的口头禅“弱小的家伙才会死掉”一般，死在战场上的都是些实力不足的胆小鬼。他疼爱魔兽胜过人类，也是因为魔兽作为挡在士兵身前的盾牌，死亡率居高不下，所以他对待离死亡最近的魔兽们就像对待深爱的恋人一样呵护有加。意识到这些之后，艾尔内斯便把莱昂敬为老师，加入了魔兽大队。<hex:02100103><hex:02100103>以下内容摘自蒙法尔科内地方杂志«探索与发现»中有关艾尔内斯的专题报道。<hex:02100103>记者：你似乎被第四军团的同伴们称为“忠犬”呢，你认为这是一种讽刺吗？<hex:02100103>艾尔内斯：我认为他们是出于羡慕才这么叫的。<hex:02100103>记者：为什么会这么想呢？<hex:02100103>艾尔内斯：因为大部分人都只会阳奉阴违，装作一副服从上级命令的样子，其实内心多少有些不服。<hex:02100103>记者：作为军人，服从命令是天职，但大家都是人，也会有不服的时候呢。<hex:02100103>艾尔内斯：但我和他们不一样。我从心底崇拜莱昂大人，已经做好将一切奉献给他的准备了。别人想说就让他们说吧……对我而言，忠犬这个称呼就像我的勋章，别人这么叫我是我的荣幸……我感到非常自豪！<hex:02100103><hex:02100103>记者：莱昂阁下，您对隆古斯传令官的这番话怎么看？<hex:02100103>莱昂：哎呀，我本来都不记得这号人了，要不是这番话我还想不起来呢。是那个像小狗一样的年轻人吧。我很喜欢那种精神头不错的家伙哦……那种人通常会死得很早呢。<hex:02100103>记者：……<hex:02100103>
10,,克拉莉西·库奥·普利斯克斯,33岁。精灵族。<hex:02100103>加雷马帝国第四军团“魔兽大队”的百夫长。<hex:02100103><hex:02100103>克拉莉西总是言行傲慢、故弄玄虚，但这只是表象，也就是她的伪装人格。<hex:02100103>她加入第四军团约有10年，是兽王莱昂认可的魔兽驯兽师之一。可以随意操控魔兽的她被大家称为“魔女”。据说，她可以发出仿佛不属于这个世界的奇异声音，并使用非人类的语言控制魔兽。但有人说那只是讨厌她的人恶意编造出的谎言。克拉莉西并非魔女，而是“圣女”才对。她为了保护受伤的士兵和魔兽挺身而出，与敌军战斗的身姿就宛如女战神格拉迪亚一般。此言不虚，她在战场上已经立下了无数的战功。<hex:02100103>关于她的两种传言可能都是真的。她为了同伴舍身战斗的身姿就如同圣女，但操纵魔兽无情猎杀敌人的她毫无疑问也是魔女。无论如何，直视她双眼的人不是被她的性感妖艳所魅惑，就是因恐惧而瑟瑟发抖……<hex:02100103><hex:02100103>鲜少有人了解她的过去。<hex:02100103>克拉莉西是艾什瓦民族的人，那是一个在国境附近过着流浪生活的种族。帝国为艾什瓦民族提供了定居政策，却被拒绝了。于是军团长伽布拉斯便提出了一个折中方案，只要让一些壮丁应召入伍，剩下的人就可以一如既往地过着流浪生活。艾什瓦民族答应了这个条件，为帝国军提供了数名年轻男性。克拉莉西的丈夫也是其中之一。她的丈夫被分配到兽王莱昂麾下的魔兽大队，但初上战场便不幸殒命，而几个月前他们才刚刚结婚。莱昂替伽布拉斯前去慰问家属，为他的死亡哀悼并致歉。成为了寡妇的克拉莉西表示自己将会替夫从军，但希望帝国不要再继续夺走族里的男人，莱昂答应了她的请求。从那以后，她就戴上了魔女和圣女的面具，为了悼念亡夫和一族的和平，一直战斗到了今日……<hex:02100103>
11,,萨托瓦尔·库奥·索拉努斯,61岁。精灵族。出生于旧兰蒂斯共和国曼托瓦。<hex:02100103>加雷马帝国第四军团“术师大队”的上级百夫长。<hex:02100103><hex:02100103>在成功占领博兹雅之后，第四军团遵从开国皇帝索鲁斯的命令，准备进攻下一个目标——旧达尔马斯卡王国。当时的军团长巴修·范·伽布拉斯认为，达尔马斯卡的魔术师大队是个相当大的威胁。虽然不是为了以毒攻毒，但伽布拉斯也计划在第四军团内组建一个魔术师大队。他首先想到的就是曼托瓦的魔术骑士团，那是旧兰蒂斯共和国中唯一一个将魔法作为武器的骑士团。帝国通常将臣服的各国骑士团解散，重新编入帝国的军队中，当时的旧兰蒂斯共和国也没有例外。但是，将魔法视作威胁的帝国对魔术骑士团的举措却是极力的打压。因此，骑士团中的魔术师们都奔往各地逃命。伽布拉斯要找的就是这些四散而逃的曼托瓦魔术师们。<hex:02100103><hex:02100103>萨托瓦尔正是其中一人。他在曼托瓦附近的一个小村庄开设了一间学问所，过着隐姓埋名的生活，但最终还是被第四军团找到了。萨托瓦尔拒绝了邀请，但他对有着不同于帝国传统思想的伽布拉斯很感兴趣。第四军团耐心劝说了许久，可萨托瓦尔一直没有答应。某一天，一位陌生的武人来到了学问所。虽然他年过半百、既没武器也没护卫，但萨托瓦尔马上意识到即使自己用尽浑身解数也无法战胜此人……这位武人正是巴修·范·伽布拉斯。萨托瓦尔得到了和伽布拉斯直接交谈的机会，一番谈话后，他对伽布拉斯的价值观和思维方式大为动容，并向他发誓效忠。<hex:02100103><hex:02100103>三十多年后，妖术师阿尔贝雷欧的加入将第四军团的魔法水平带到了一个新的高度，但曼托瓦的魔术师们为术师大队打下了坚实的基础。萨托瓦尔在以此为傲的同时，也不忘谦虚地向阿尔贝雷欧学习魔法。他希望能和现任军团长诺亚·范·伽布拉斯一起实现过世的巴修的遗愿。<hex:02100103>
12,,西西尼乌斯·玛尔·维琉图斯,42岁。加雷马族。出生于加雷马帝国首都。<hex:02100103>加雷马帝国第四军团“机械化步兵大队”的技术士官。<hex:02100103><hex:02100103>师从加雷马帝国超越技术研究所魔导技师长奥卢斯·玛尔·亚希纳，在其手下担任研究员。随着阿拉米格被攻陷，超越技术研究所也被拆除，研究数据都被送到了加雷马帝国首都。西西尼乌斯也收到了返回帝国的命令，但由于他的研究对象原本是古代亚拉戈帝国留下的遗物和失传的技术，他便申请调到第四军团。因为他对第四军团早前一直在收集人称“圣遗物”的古代秘宝一事早有耳闻，而且在收到返回命令的同时，他也收到了来自第四军团的邀请。军团长伽布拉斯和负责搜寻圣遗物的梅内纽斯都十分认可他的才能，西西尼乌斯也被伽布拉斯的思想所打动，发誓从此向他效忠。就这样，西西尼乌斯成为了第四军团的魔导技师长。<hex:02100103><hex:02100103>现在他正以复活从黎铎拉纳大灯塔中回收的古代兵器和装置为目的进行研究。在完成“劳动”系列兵器的原理解析后，他便着手准备将它们作为新的魔导兵器投入实战。在新兵器登上战场之际，西西尼乌斯还为了收集数据奔赴南方博兹雅战线。他并非只知在研究室埋头苦干的学者，亲力亲为地收集数据这一点可谓有其师必有其徒。<hex:02100103>
13,,罗菲·皮尔·珀提图斯,19岁。猫魅族。出生于达尔马斯卡管区瓦尔奈。<hex:02100103>加雷马帝国第四军团“术师大队”的选拔兵。<hex:02100103><hex:02100103>罗菲是个逃兵。临阵脱逃是严重违反军规的行为，除非有特别的理由，否则将会被处以死刑。罗菲是为了实验动物“一角兽”才从军中叛逃的。对术师大队来说，一角兽是非常珍贵的实验动物，光是擅自藏匿就已经违反军规了，若是再加上临阵脱逃，那绝对是会被当场斩杀的重大罪行。罗菲明知如此，却还是逃出了大队……这究竟是为什么呢？<hex:02100103>帝国军对于在实战中投入“魔法”的态度十分消极。因为术式是从艾欧泽亚和其他国家传入帝国的，加雷马族人自不必说，就连许多帝国市民和行省市民都不习惯使用魔法，所以必须对那些术式进行调整。而在基础研究到改良的过程中，就要先以动物、魔兽、妖异为实验对象反复摸索。<hex:02100103>罗菲是一个颇有才能的新人召唤术师。她有充足的以太来使用魔法，构筑的术式也精准无比，在同级生中出类拔萃。通过跳级提前从魔法学校毕业后，罗菲加入了第四军团，并在一番严酷的训练之后被分配到了阿尔贝雷欧麾下的术师大队。她的任务是调整及改良新的魔法。而罗菲在博兹雅认清了残酷的现实，她发现作为改良魔法实验体的大量野生动物、魔兽，还有妖异正遭受着极其残忍的对待。<hex:02100103>一只名为一角兽的魔兽被指定为罗菲研究魔法的实验对象。一角兽是一种会使用“净化之光”消除不死系生物的稀有魔兽。这种魔兽十分稀少珍贵，但它们也因此而遭到了抓捕，成为了实验对象。在进行了无数次惨无人道的实验后，罗菲终于得到了在实验中处理掉一角兽的许可。罗菲认识到了自己创造的魔法是何等的罪孽深重，在无尽的悔恨和失望中，她下定了决心。她要带着这只魔兽离开帝国。<hex:02100103>
14,,达波格·安·因尼维失,推测为34岁。硌狮族。出生于博兹雅管区博兹雅堡垒。<hex:02100103>加雷马帝国第四军团“机械化步兵大队”的特殊兵。<hex:02100103><hex:02100103>高火力陆战魔导兵器“守夜”和新型飞行型魔导装甲“加百列”的操纵者。也是为了操作魔导兵器经过调优的强化兵。<hex:02100103>帝国开发的大量魔导兵器都保存在达尔马斯卡管区的瓦尔奈。在魔导技师长西西尼乌斯的指挥下，这些魔导兵器经过改造拥有了更高性能并被投入了实战。其中，维吉尔和加百列需要操纵者用身体和精神同时进行操控，因此可以做出更为迅速和精细的动作。但是这种操作只有超级调整兵，也就是通过强化提高精神感应力、能与机械进行精神同步的特殊操纵者才能做到。<hex:02100103>根据西西尼乌斯所说，虽然目前理论已经成立，但这些尚属于实验阶段，直接强化普通人类的话可能会出现一些预料之外的问题和危险。因此，为了应对即将到来的与达尔马斯卡起义军的全面冲突，他准备先在博兹雅进行实验……于是，达波格便被选为了实验对象。<hex:02100103><hex:02100103>达波格并不是志愿兵，而是与第四军团战斗的抵抗组织的一员。<hex:02100103>15年前，在博兹雅堡垒蒸发事件中失去了父母和兄弟的达波格立刻加入了抵抗组织。他一心为父母和兄弟报仇，却在2年前因为作战失败沦为帝国的俘虏。在他第二次逃跑的时候，不慎从城墙上跌落，摔断了颈椎。所有人都认为他最多只能再活一周。<hex:02100103>第四军团禁止进行人体实验，只有在保证实验具有安全性和实用性的前提下才可以进行。但在此时，一场以救助达波格为名的人体实验却悄然开始了。伽布拉斯要求给予第四军团捕获的俘虏“最低限度的人道主义关怀”，可西西尼乌斯等人却将这一规定用在了邪恶的计划上。<hex:02100103>就这样，被改造为强化兵的达波格作为新型魔导兵器的操纵者再次回到了战场。西西尼乌斯等人再次无耻地实施“最低限度的人道主义关怀”，以“不希望他因为残杀过去的同伴而痛心”为由，消除了达波格的记忆……<hex:02100103>
15,,尤恩布·皮尔·珀提图斯,24岁。猫魅族。出生于达尔马斯卡管区拉韦纳。<hex:02100103>加雷马帝国第四军团“术师大队”的选拔兵。<hex:02100103><hex:02100103>尤恩布是一个和下属士兵一同活跃在战场之上的年轻治愈术师。<hex:02100103>大多数士兵已经知道瓦厉斯在加雷马帝国遇刺，以及因其后继无人导致帝国发生内乱的事。他们认为本国的指挥系统已然崩溃，曾经所向披靡的强大帝国也正在走向灭亡……但尤恩布不一样，她对军团长伽布拉斯的思想尊崇至极，认为这正是一个好机会，一个脱离帝国的支配、筑建新的王国乐土的机会。这既不是重建后的兰蒂斯共和国，也不是再生的达尔马斯卡和博兹雅，而是一个崭新的国家。<hex:02100103>许多士兵因帝国混乱不堪感到前途灰暗，行省市民则更为不安。尤恩布建议那些家属留在本国的人，让家属离开帝国，集中到这里。她还表示，一定要驱除那些因焦虑而想要投靠抵抗组织的人。<hex:02100103>尤恩布的这一想法与她的出身有很大关系。“珀提图斯”这个姓名在帝国支配下的行省生活并取得市民权的猫魅族中很常见。实际上，尤恩布是个流浪街头的孤儿，可她和其他自怨自艾的孩子不同，她梦想着有朝一日能取得市民权，成为行省市民。为此，学识是必不可少的，于是她每天都会潜入学校，偷看偷听老师讲课。功夫不负有心人，在尤恩布得到福利局救助时，因为她会读书写字，便被送至预备军培训所的中等教育机构。尤恩布在那里接触到伽布拉斯的思想并成为他忠实的信徒。她相信，敬畏伽布拉斯、为伽布拉斯而战才是最利于国民们的选择。<hex:02100103>尤恩布成为了治愈术师，每天都在战场上为了帮助同伴们施展才能。<hex:02100103>
16,,米希亚·博特雅失,29岁。鲁加族。出生于博兹雅管区博兹雅堡垒。<hex:02100103>潜入博兹雅义军的第四军团的间谍。<hex:02100103><hex:02100103>在博兹雅堡垒的贫民窟出生长大。在帝国的政策和福利局的帮助下得到了上学的机会，学习非常刻苦。因为成绩优秀，她作为特优生获得了奖学金，并在最高学府修习了民俗学与史前学等学科。因此，她在博兹雅的历史和民族文化方面造诣颇深。<hex:02100103><hex:02100103>为了复活斗神天佑女王，向抵抗组织提议重现女王之刃的就是米希亚。她加入第四军团，与抵抗组织为敌的原因有两个。其中一个是博兹雅存在着根深蒂固的贫困问题。<hex:02100103><hex:02100103>在被帝国支配前，博兹雅是个小国，七成人民收入不足平均水平的一半，而生活在所谓的贫民窟的人甚至高达三分之一。原因很明显，那就是统治阶级的贵族和大商人占据了大多数财产。被帝国支配后，这种状态稍有缓和，但特别是在博兹雅堡垒这种大城市中，无家可归的流浪汉和失去父母的孤儿依然随处可见。<hex:02100103>米希亚就是这种诞生于贫困阶层、在贫民窟长大的博兹雅人。小时候，她经常食不果腹，在垃圾堆中翻找可以卖掉的东西成了她每天的必修课。为了这些吃不饱穿不暖、没有机会接受教育的极度贫穷的孤儿们，帝国设置了福利局，开始进行孤儿救助计划。但是能享受到恩惠的儿童却不足半数。<hex:02100103>米希亚有幸得到了上学的机会，并凭借优秀的成绩以特优生的身份进入了帝都的大学。但在博兹雅，“富人”将贫困阶层视为社会的害虫对待的情况屡见不鲜。米希亚不仅经常被当面辱骂，还受到过骚扰和折磨。不知不觉中，她已对富人恨之入骨。<hex:02100103>另外，米希亚是最后一任女王贡希尔德的后裔，知道女王悲惨的结局。<hex:02100103>因此，她因身为“穷人”和女王遇刺这两点彻底失去了对博兹雅的信任，强烈地意识到自己不是这个社会的一员。<hex:02100103><hex:02100103>另一个原因，就是第四军团的理念吸引了米希亚。伽布拉斯父子曾经公开声明，他们对加入的士兵的衡量标准只有能力和忠心。无论是什么出身、文化、宗教以及性别，只要是对第四军团发誓效忠的有能之士，都可以得到平等的对待……这就是伽布拉斯父子的宗旨。<hex:02100103><hex:02100103>米希亚受到的心灵创伤如此之深，究竟有谁能阻止她呢……<hex:02100103>
17,,莱昂·雷姆·赫尔索斯,68岁。人族。出生于旧兰蒂斯共和国安贝尔格。<hex:02100103>加雷马帝国第四军团的千夫长。<hex:02100103><hex:02100103>追随伽布拉斯父子两代的猛将。和已逝的巴修·范·伽布拉斯一样，是来自兰蒂斯共和国的战士。半世纪前攻占博兹雅的时候，莱昂年纪轻轻便已担任百夫长一职随军征战了。因为是看着现任军团长诺亚·范·伽布拉斯长大的，所以至今仍会叫他“小诺亚”。<hex:02100103><hex:02100103>隶属以梅内纽斯为军政官的博兹雅管区分遣队，负责指挥“魔兽大队”。这位人称“兽王”的驯兽师会和他悉心养育的魔兽共同与抵抗组织战斗。<hex:02100103>虽然莱昂已有68岁高龄，但仍有一骑当千的恐怖战力，可以活用常年征战积累的兵法展开攻击。但由于他比起胜利更热衷于和强敌战斗，因此经常会无视自己制定的作战方案，独自出击。这种破坏军事部署的行为也时常受到官大一级的梅内纽斯的训斥。莱昂是个喜欢战斗和战争的武斗派，所以很讨厌梅内纽斯那种运筹帷幄的策士。口头禅之一是“真勇士就用拳头来说话”。<hex:02100103>
