key,0,1,2,3,4
21,陆行鸟竞赛：随机赛道,随机赛道,,陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。<hex:02100103>你也朝着胜利开始竞赛吧！<hex:02100103><hex:02100103>※在陆行鸟竞赛：随机赛道中将会随机参加可以参加的赛道。<hex:02100103>※根据竞赛陆行鸟的羽力决定参赛的羽力级。<hex:02100103>※如果以小队形式申请参赛，将会以小队成员中羽力最低的竞赛陆行鸟来决定参赛的羽力级。<hex:02100103>※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。<hex:02100103>※参加竞赛的玩家可以使用小队频道。,
22,陆行鸟竞赛：荒野大道（无报酬）,荒野大道（无报酬）,,陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。<hex:02100103>你也朝着胜利开始竞赛吧！<hex:02100103><hex:02100103>※仅限小队成员进行竞赛，无法匹配其他玩家。<hex:02100103>※小队成员中羽力最低的竞赛陆行鸟将决定参赛的羽力级。<hex:02100103>※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。<hex:02100103>※参加竞赛的玩家可以使用小队频道。<hex:02100103>※无法获得报酬与经验值。,
23,陆行鸟竞赛：太阳海岸（无报酬）,太阳海岸（无报酬）,,陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。<hex:02100103>你也朝着胜利开始竞赛吧！<hex:02100103><hex:02100103>※仅限小队成员进行竞赛，无法匹配其他玩家。<hex:02100103>※小队成员中羽力最低的竞赛陆行鸟将决定参赛的羽力级。<hex:02100103>※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。<hex:02100103>※参加竞赛的玩家可以使用小队频道。<hex:02100103>※无法获得报酬与经验值。,
24,陆行鸟竞赛：恬静小路（无报酬）,恬静小路（无报酬）,,陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。<hex:02100103>你也朝着胜利开始竞赛吧！<hex:02100103><hex:02100103>※仅限小队成员进行竞赛，无法匹配其他玩家。<hex:02100103>※小队成员中羽力最低的竞赛陆行鸟将决定参赛的羽力级。<hex:02100103>※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。<hex:02100103>※参加竞赛的玩家可以使用小队频道。<hex:02100103>※无法获得报酬与经验值。,
25,陆行鸟竞赛：随机赛道（无报酬）,随机赛道（无报酬）,,陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。<hex:02100103>你也朝着胜利开始竞赛吧！<hex:02100103><hex:02100103>※在陆行鸟竞赛：随机赛道中将会随机参加可以参加的赛道。<hex:02100103>※仅限小队成员进行竞赛，无法匹配其他玩家。<hex:02100103>※小队成员中羽力最低的竞赛陆行鸟将决定参赛的羽力级。<hex:02100103>※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。<hex:02100103>※参加竞赛的玩家可以使用小队频道。<hex:02100103>※无法获得报酬与经验值。,
26,陆行鸟竞赛：随机赛道,随机赛道,,,
27,陆行鸟竞赛：随机赛道,随机赛道,,,
28,陆行鸟竞赛：随机赛道,随机赛道,,,
29,陆行鸟竞赛：随机赛道,随机赛道,,,
30,陆行鸟竞赛：随机赛道,随机赛道,,,
31,陆行鸟竞赛：随机赛道,随机赛道,,,
32,陆行鸟竞赛：随机赛道,随机赛道,,,
33,陆行鸟竞赛：随机赛道,随机赛道,,,
34,陆行鸟竞赛：随机赛道,随机赛道,,,
35,陆行鸟竞赛：随机赛道,随机赛道,,,
36,陆行鸟竞赛：随机赛道,随机赛道,,,
37,陆行鸟竞赛：随机赛道,随机赛道,,,
38,陆行鸟竞赛：随机赛道,随机赛道,,,
39,,,,,
40,水晶冲突（练习赛）,练习赛,,“水晶冲突”是艾欧泽亚城邦军事同盟为由少数人组成的局部战争打造的新型模拟战。在现有的对人战斗的基础上，增加了确保重要物资“战术水晶”并将其转移到目的地的战略要素。在用最新全息投影技术再现的多彩环境中努力取得胜利吧！,
41,水晶冲突（段位赛）,段位赛,,“水晶冲突”是艾欧泽亚城邦军事同盟为由少数人组成的局部战争打造的新型模拟战。在现有的对人战斗的基础上，增加了确保重要物资“战术水晶”并将其转移到目的地的战略要素。在用最新全息投影技术再现的多彩环境中努力取得胜利吧！<hex:02100103><hex:02100103>※胜利之星和水晶点会因比赛的胜负而变动。<hex:02100103>※会与段位和阶位相近的玩家进行匹配。<hex:02100103>※会尽量平衡双方小队成员的职业构成、段位、阶位来进行分组。,
