key,0,1,2,3,4,5
121,遏制魔菇的生长,最近突然出现了一种增殖异常迅速的魔菇变种，而且对周围的生态造成了不小的影响，请将这些着魔的魔菇处理掉！,,,,
122,不友好的新邻居,魔石精为了扩大生息区域而正在进行大规模的迁徙，请尽快协助鬼哭队清除这一威胁！,,,,
123,奔流停息——停滞水元精,沉浊的以太中孕育出了强大的特种水元精，不尽快处理掉的话后果不堪设想。请立刻讨伐这股特异的水流！,,,,
124,留心尾后针,睡莲岩附近的魔物对当地的捕鱼人和船夫影响很大，请尽快驱除最为凶猛的黄蜂群！,,,,
125,食人怪鸟——阿希帕特拉,死亡凝视属的阿希帕特拉天性异常凶猛，很多牺牲者都倒在了它的利爪之下，请尽快消除这一威胁！,,,,
126,健步如飞的暴君——首领变色龙,变色龙群中出现了特别强力的雄性领袖，在其带领下整个群体的攻击性正变得越来越高，请迅速前去解决掉这只首领变色龙！,,,,
127,温和与凶残,狩猎人行会正在狩猎野猪幼崽，不曾想却因此引来了愤怒的成年野猪，快将被激怒的野猪打倒救回猎人们！,,,,
128,强大的小魔鬼——阿路修,有情报说令鬼哭队头疼不已的小魔鬼阿路修出现在了沃连牢狱内部，一定要抓住这次机会！不能让它继续逍遥法外了！,,,,
129,,,,,,
130,,,,,,
131,谨记地母神之所忘,地母神忘迹是连接上下层的重要交通路线，保证其安全的工作一刻也不容疏忽。请尽快消灭对路人造成威胁的秃鹫群！,,,,
132,,,,,,
133,,,,,,
134,,,,,,
135,,,,,,
136,愤怒的教官——狂人米罗东,卷入到双蛇党的模拟战训练中了，协助新兵去打败激昂的教官米罗东吧。不过要小心别让同伴有任何闪失！,,双蛇党新兵,,
137,病毒妖花——玛塔丐丐,玛塔丐丐的出现为森林带来了大量病毒，现在整个森林都处于叶血病的阴影之下。请火速前去消灭掉这一巨大的病毒源！,,,,
138,小巧小巧陆行鸟,正在饲养的陆行鸟雏鸟从牧场走逃走了，一旦它们被树生蛞蝓袭击会有很严重的后果，快去打倒蛞蝓，保证小鸟们的安全！,,,,
139,愿你的灵魂得到安息,不知什么人唤醒了沉眠在塔姆·塔拉墓园中的死者，请令那些亡灵再次安息吧！,,,,
140,大逃亡,占领了沃连牢狱的小魔精在谋划集体出逃，一旦让它们逃走会对我们造成极坏的影响，请立刻前去加强出口的守卫！,,,,
141,援助加尔梵斯哨塔,进入了繁殖期的凶蛛蝎变得异常兴奋，它们正在沿着街道逼近这里，必须协助鬼哭队阻止它们继续前行！,,,,
142,软体大肚汉——卢卡寇,巨大蛞蝓卢卡寇出现在了长老树附近，长老树地区是我们的圣地，一定要严加守护不被魔物破坏！,,,,
143,蜂蜜战争,小魔精为了蜂蜜而对蜜蜂展开了攻击，蜂蜜对我们来说非常重要，一定要守护住身边的蜜蜂群！,,蜜蜂群的数量,,
144,病灾散布器——瘟疫王子,有人目击到了巨蝇瘟疫王子在附近出现，为了避免森林内的传染病扩大，一定要尽快将这一传染病的源头掐断！,,,,
145,战场的距离,有一队帝国兵跨越了默认边境线入侵到我们的领土上来了，立刻拿起武器将他们赶出我们的国家！,,,,
146,,,,,,
147,,,,,,
148,秘密花园,蛞蝓群又盯上了对养蜂不可或缺的鲜花，如果鲜花被它们吃光了，我们会受到很大损失。一定要守住这片花园！,,,,
149,结束繁殖期,来自异界的虫型妖异在森林进入了繁殖期，如果任由其繁殖对我们会造成很大威胁，为了守卫森林的秩序，请尽快处理掉！,,,,
150,魔猿少主——顽猴杰克,率领猴群的顽猴杰克好像正在为了扩大自己的地盘而到处活动，在它对森林造成更大损失前制止它们！,,,,
151,小桥上的战斗,一批妖精族的拉姆狂信者涌入到了百灵啼，一定要阻止他们继续深入，请立刻在吊桥上做好迎击准备！,,,,
152,发狂的守护者,在荆棘森地区有人目击到了由于病害导致丧失了自我的树精，请尽快前去将其稳定下来！,,,,
153,神速的羚羊——西洛可,西洛可是速度犹如热风一般的大型羚羊，也是黑衣森林每个狩猎人都渴求的目标，据说它现在正在附近活动，这可是个好机会！,,,,
154,穿过长根蔓延的沼泽地,生活在别处的水蜥群正在向蔓根沼迁移，这样会影响到这片地区的生态平衡，一定要尽量阻止它们的迁移！,,,,
155,,,,,,
156,,,,,,
157,,,,,,
158,取缔偷猎交易,在一场偷猎货品交易中，偷猎者和哥布林族发生了摩擦打了起来，这是将双方一网打尽的好机会！,,,,
159,红腹蜂巢攻略战,我们对寄生蜂团的据点发动了进攻，请火速前去协助攻破大门突入到据点内部！,,破坏的大门数量,,
160,红腹蜂巢占领战,经过一番苦战，红腹蜂巢的大门已经突破了，接下来只要打倒他们的首领——毒针塞韦兰！,,,,
161,红腹蜂巢防卫战,寄生蜂团的残兵们为了夺回蜂巢攻过来了！守住大门抵御敌人的进攻！,,蜂巢大门数量,,
162,红腹蜂巢迎击战,坚守蜂巢，抵住寄生蜂团的进攻！打倒那些经验丰富的红腹盗窃蜂兵并让他们失去战斗意识！,,蜂巢大门数量,打倒的蜂兵数量,
163,最后的一片叶子,高径地区附近的妖花有蔓延的趋势，为了维持森林的平衡，请清除那些飞虻陷阱草！,,,,
164,秀丽的不法之徒——豹爪偷猎王,豹爪偷猎王是护月之民偷猎团的领袖，只要能将他打倒，这个偷猎团体就会安分多了！,,,,
165,,,,,,
166,令人头痛的常客,巴斯卡隆酒家又有喝醉的客人在闹事了，尽快制服醉客斯宾塞将场面平定下来吧。要注意委托人的安全！,,束手无策的常客,,
167,爱也需要时间,尽管现在还没到羚羊的繁殖季节，但是有些雄羚羊就已经开始骚动起来了，请尽快驯服那些异常活跃的雄羚羊！,,,,
168,铁证如山,偷猎者的存在就是对森林和谐的干扰，我们一定不要放过任何一个线索，打倒敌人并缴获偷猎的赃物兽皮吧！,尽快将作为偷猎证据的兽皮交给鬼哭队的队员,交纳的偷猎皮革数量,,
169,黑市的总管——双尾豹雅毕·卡塔波,我们对偷猎物品的交易点发动了突袭，目标就是拿获黑市的总管——雅毕·卡塔波！绝对不要有任何疏忽！,,,,
170,刀刃上的过路费,有一批不法之徒在街道上强收过路费，这种情况绝对不能放任不管，请尽快进行处理！,,,,
171,撤退要求,寄生蜂团好像在无人庵建立了新的据点，将立起路障的盗贼打倒，开辟出继续前进的路吧！,,,,
172,追求失去的货品,某位旅行商人受到了哥布林族的追击，结果导致商品都被夺走了，请将被抢走的货物夺取回来吧！,尽快将夺回的商品交给无计可施的商人,交纳的商品数量,,
173,,,,,,
174,乌合之众,已确认有一批鸟人族的巡哨部队，出现在了私语巨木附近，请迅速前往现场将其消灭！,,,,
175,,,,,,
176,,,,,,
177,,,,,,
178,赤王尚幼——额星蛛蝎,森林里出现了一种新的幼体蛛蝎，能够震慑住周围的所有魔物，一定要尽早铲除这株危险的嫩芽！,,,,
179,秋瓜浮村的守卫,秋瓜浮村的居民现在正在受到魔物的威胁，请尽快前往打倒迫近的祸蛛蝎！,,,,
180,山人的心愿,正在寻找新矿脉的开山工们好像对巨像兵的石材也产生了些兴趣，请帮忙收集些岩石巨像身上的碎片吧！,将采集到的巨像兵的碎片交给形迹可疑的开山工,交纳的巨像兵的碎片数量,,
181,,,,,,
182,真理已死,在上次灵灾前后出现了很多巨像兵，为了保护人们的安全，请去将它们排除吧！,,,,
183,猴群混乱,天性喜欢捣乱的奥猴群出现在了元灵幼树圣地的附近，为了维护圣地的安定，请立刻将它们驱散！,,,,
184,大家都爱姆恩·图伊豆,姆恩·图伊豆不光是在我们这边受欢迎，甚至奥猴也非常喜欢，请一定要坚守住林场水车中储存的豆子！,,麻袋的数量,,
185,芳香迷人——库鲁皮拉,库鲁皮拉是一种小口花的变异种，其放出的香气会令人失去方向感，绝对不能放过这个令人失踪的元凶！,,,,
186,,,,,,
187,迎击采伐部队,为了夺取黑衣森林的树木资源，鸟人族的采伐部队向我们发动了进攻，请尽快协助鬼哭队抵御进攻的鸟人！,,鬼哭队的补给物资,,
188,虎视眈眈的席兹,饥饿的席兹正在瞄准秋瓜浮村的居民！为了保护居民的安全，请尽快打倒迫近的席兹！,,,,
189,打扫桤木泉,桤木泉的树木正在被兔蝓侵蚀，损害程度非常大，请尽快前去将这些兔蝓清扫干净！,,,,
190,孤独的巨像兵——努纽努维,在矿脉调查地区发现了无主的巨像兵，它好像一直在附近彷徨，将这只孤独的巨像兵打倒吧！,,,,
191,跨天桥上的死斗 前哨战,卢恩族盗贼团正在迫近跨天桥，请尽快与铜刃团联手迎击！记得要注意铜刃团的兵员数量！,,铜刃团剩余兵员,,
192,跨天桥上的死斗 守卫战,卢恩族盗贼团已经到达了跨天桥，一定要守护住跨天桥的居民和物资，击退卢恩族的盗贼！,,市民幸存者,物资剩余量,
193,跨天桥上的死斗 迎击兹兹卢恩,卢恩族盗贼团的首领出现了，一定要守护住跨天桥的居民和物资，打倒守财奴兹兹卢恩！,,市民幸存者,物资剩余量,
194,跨天桥上的死斗 迎击纳约克·秋,唆使卢恩族盗贼团诱拐市民的蜥蜴人族幕后黑手出现了，一定要给他点教训！打倒人贩子纳约克·秋！,,,,
195,跨天桥上的死斗 市民营救战,我们发现了被诱拐的市民的所在地，请尽快与铜刃团一起进行营救行动，并打倒人贩子纳约克·秋！,,,,
196,上古斗神——奥丁,身披漆黑铠甲的亡灵骑士重新返回到艾欧泽亚这片大地之上。古老的斗神要再次对这片大地施以残忍的审判吗？,,,,
197,上古斗神——奥丁,身披漆黑铠甲的亡灵骑士重新返回到艾欧泽亚这片大地之上。古老的斗神要再次对这片大地施以残忍的审判吗？,,,,
198,上古斗神——奥丁,身披漆黑铠甲的亡灵骑士重新返回到艾欧泽亚这片大地之上。古老的斗神要再次对这片大地施以残忍的审判吗？,,,,
199,上古斗神——奥丁,身披漆黑铠甲的亡灵骑士重新返回到艾欧泽亚这片大地之上。古老的斗神要再次对这片大地施以残忍的审判吗？,,,,
200,上古斗神——奥丁,身披漆黑铠甲的亡灵骑士重新返回到艾欧泽亚这片大地之上。古老的斗神要再次对这片大地施以残忍的审判吗？,,,,
201,上古斗神——奥丁,身披漆黑铠甲的亡灵骑士重新返回到艾欧泽亚这片大地之上。古老的斗神要再次对这片大地施以残忍的审判吗？,,,,
202,上古斗神——奥丁,身披漆黑铠甲的亡灵骑士重新返回到艾欧泽亚这片大地之上。古老的斗神要再次对这片大地施以残忍的审判吗？,,,,
203,上古斗神——奥丁,身披漆黑铠甲的亡灵骑士重新返回到艾欧泽亚这片大地之上。古老的斗神要再次对这片大地施以残忍的审判吗？,,,,
204,上古斗神——奥丁,身披漆黑铠甲的亡灵骑士重新返回到艾欧泽亚这片大地之上。古老的斗神要再次对这片大地施以残忍的审判吗？,,,,
205,上古斗神——奥丁,身披漆黑铠甲的亡灵骑士重新返回到艾欧泽亚这片大地之上。古老的斗神要再次对这片大地施以残忍的审判吗？,,,,
206,上古斗神——奥丁,身披漆黑铠甲的亡灵骑士重新返回到艾欧泽亚这片大地之上。古老的斗神要再次对这片大地施以残忍的审判吗？,,,,
207,上古斗神——奥丁,身披漆黑铠甲的亡灵骑士重新返回到艾欧泽亚这片大地之上。古老的斗神要再次对这片大地施以残忍的审判吗？,,,,
208,鲜花杀手,由于花甲虫繁殖速度过快，不仅是害虫，就连益虫也被它们疯狂地吃掉了，请在受灾范围扩大前尽量消灭它们！,,,,
209,水源破坏者——迟钝魔花乔迪,萌芽池是森林里的主要水源地，可是现在却出现了巨大魔界花在吸干水源，请迅速打倒迟钝魔花乔迪！,,,,
210,,,,,,
211,,,,,,
212,九九藤蔓,鬼哭队与神勇队正在联手驱除过量繁殖的草木纲魔物，请迅速协助他们打倒群蔓大口花！,,,,
213,不可狂信,一部分拉姆的妖精狂信者正在绑架暂留地的普通妖精，请尽快打倒他们！,,,,
214,兀鹫的飨宴,由于哥布林族随地丢弃残羹剩饭，导致道路上出现了很多猛禽，这对我们影响很大，请一定要尽快处理！,,,,
215,飞蜂扑火,盗贼团体寄生蜂团的成员正在废弃小屋秘密聚会，快去将红腹阴谋蜂兵捉拿归案！,,,,
216,红月的叛逆者,灵灾时从天而降的陨石中出现了强大的巨像兵。请迅速将红月巨像打倒，保障人民安全！,,,,
217,祝福的佳酿,十二神大圣堂正在筹办一场喜事，请接下搬运者保镖的重任，将宴席用的蜂蜜酒平安送达！,,,,
218,无情的收割者——懒惰口花劳伦斯,懒散的农夫劳伦斯突然失踪了，之后这里又突然出现了一只肥大的大口花，这其中难道有什么奇妙的联系？不过不管情况如何，目前先解决掉这只危险的魔物才是最为紧要的事！,,,,
219,,,,,,
220,巨大猛牛——梅努伊斯,梅努伊斯是岩锅附近原牛的首领，它通过强大的力量令原牛都屈服于它，只要能将它打倒，其他的原牛也会明白该向谁屈服了！,,,,
221,吵闹的盛夏滩,在第七灵灾之后这里出现了大量奇怪的植物形魔物，如果不加以控制的话以后整片地区都要被它们占领了。请尽快消灭这些小蔓德拉吧！,,,,
222,大胡蜂和黄衫队,黄衫队现在被巨大的胡蜂闹得手忙脚乱，这只大家伙需要更多的人手去处理，请协助黄衫队的警备兵将胡蜂王打倒吧！,,,,
223,德内维尔关防卫训练,黄衫队正在德内维尔关进行防卫训练，黑涡团的新兵将会受到扮演敌军的教官们的攻击，与新兵们一起接受训练吧！,,黑涡团新兵数量,,
224,,,,,,
225,无穷无尽的打地鼠,果树园里被那些可恶的鼹鼠挖得到处都是洞，农夫们对此一筹莫展，请帮助他们消灭那些鼹鼠吧！,,,,
226,实战巡礼,对于刚刚参军的新兵来说，实际来一场模拟战是最有效的锻炼方式。我们不需要仁慈，只要放手去战斗！,,,,
227,羊群骚乱,一群受到惊吓的羊羔正在冲向和风陆门，如果被它们冲进城内会造成无法估量的损失，一定要阻止它们！,,,,
228,,,,,,
229,鼠害的小聪明,沟鼠不知在哪掌握了打开木箱偷取食物的小聪明技巧，为了保护刚收获下来的香橙，一定要将这些沟鼠都赶跑！,,木箱的数量,,
230,,,,,,
231,切断狂蟹——剪刀手谢里登,剪刀手谢里登有着令人畏惧的力量，据说甚至能把一名成年鲁加族男子拦腰切断。这种高危魔物一定不能放置不管！,,,,
232,,,,,,
233,追逐,一群运货人遭到了饥饿的黑豺群的攻击，虽然他们逃到了德内维尔关，可黑豺群也追了过来。请尽快将追上来的黑豺都打倒吧！,,,,
234,,,,,,
235,水生动物的领域,巨型陆蟹一进入产卵期便会变得非常具有威胁性，令周边地区都不得安宁，为了解除这种威胁，一定要尽快削减产卵巨型陆蟹的数量。,,,,
236,,,,,,
237,农场上的桥,在灵灾之后很多海盗失去了自己的船，于是登上了陆地干起了盗贼的行当。桥梁被他们占据，这对附近的居民带来了很大的麻烦，请尽快驱除他们！,,,,
238,浴血猛犬——卓伯卡布拉,卓伯卡布拉是这片地区所有犬类魔物的首领，它经常残忍地将小羊撕碎之后吞食血肉，这种恶名昭彰的魔物绝对不能放任不管！,,,,
239,无赖川的无赖,现在无赖川已经变成了巨大陆鱼的繁殖地点，它们将贵重的河鱼渔场闹得一团糟，请尽快帮助养鱼人们将这些无赖消灭掉！,,,,
240,水母随风,海风将大量的水母吹到了果园中，这些水母体内有着大量的海水，放任不管的话会对果园造成很大的污染，请尽快消灭它们！,,,,
241,,,,,,
242,,,,,,
243,,,,,,
244,,,,,,
245,王家惨剧——蔓德拉王子,关于蔓德拉的情报我们了解得很少，据说其中有一只个体的出生地发生过惊人的惨剧，它吸收了死者的血变得异常凶猛，请一定要对这只蔓德拉加以处理！,,,,
246,花丛噩梦,妖红花一直是农民们的噩梦，这种魔物会将田地里的养分全都吸收，直接影响当期的收成。请尽快将逐渐蔓延开的大洋妖红花消灭吧！,,,,
247,,,,,,
248,,,,,,
249,蛙蛙子,来到拉诺西亚开垦新地的农夫们不小心带来了新的物种，这些杖蟾蜍在没有任何天敌的情况下变得越来越多，一定要抑制它们的过度繁殖！,,,,
250,黑翼,盲铁坑道中的蝙蝠对附近的农园造成了很大的损失，而且它们只在夜间行动。请协助农夫们打倒这些蝙蝠吧！,,,,
251,小麦粉战争,肚子饿了的婴猴们盯上了风车磨出的小麦粉，为了保护居民的劳动成果，请赶跑这些婴猴吧！,,,,
252,,,,,,
253,,,,,,
254,,,,,,
255,,,,,,
256,,,,,,
257,漂浮胃袋——丘哈克,海边偶尔会出现一些非常凶残的生物，这种名叫丘哈克的大型水母甚至能够将人类整个吞下去并消化掉，为了保障居民的安全，请尽快将它打倒！,,,,
258,,,,,,
259,,,,,,
260,麻烦人生——偷渡者阿科特修提姆,黄衫队在埠头发现了偷渡者，不过他们当前的人手还无法保证成功捉拿阿科特修提姆，请对警备兵帮一把手！,,熟练的警备兵,,
261,海盗的方式,有很多水手都是海盗出身，当初的脾气也一直没有改掉，现在就有两个人因为一点小事大打出手，快去制止他们吧！,,,,
262,水源冲突,在海岛上找到淡水水源可不是很轻松的事，现在一群渡渡鸟和一群黑豺为了争夺水源而产生了冲突，让它们打下去水源也有被破坏的危险，请尽快制止它们！,,,,
263,,,,,,
264,雪松原之战,地灵族为了扩大势力范围再次潜入到了雪松原，绝对不能让他们的诡计得逞，请立刻前往迎击！,,,,
265,开山精锐——第426团采集员埠伽,在雪松原败退的地灵集团还没有放弃计划，他们招来了精锐矿夫准备进行复仇，绝对不能松懈！,,,,
266,,,,,,
267,交出酒来！,一群海盗出身的盗贼想要来夺取库存的葡萄酒，虽然不是什么名酒，不过这也是居民们辛苦劳动的结果，不能被他们轻易抢走！,,装酒的木箱,,
268,酒！酒！酒！,有情报说一群海盗出身的盗贼在计划袭击葡萄酒港，他们现在已经集合到了附近的树林里，与黑涡团协力抢先出击赶走他们！,,,,
269,,,,,,
270,,,,,,
271,新鲜的生肉,一位可怜的利姆萨·罗敏萨商人与他的商队走散了，而在这危急关头出现的盗龙群则令情况更加雪上加霜，赶跑那些草速龙，保护走失的商人！,,利姆萨·罗敏萨的商人,,
272,美味蛋,最近卢恩族之间开始流行起以鹈鹕蛋烹饪的菜肴，为此吉吉卢恩跋山涉水寻求新鲜的食材。现在眼前就有一批即将产卵的鹈鹕，在它们开始孵化之前收集足够的鹈鹕蛋交给吉吉卢恩吧！,将打倒鹈鹕得到的鹈鹕蛋交给吉吉卢恩,交纳的鹈鹕蛋数量,,
273,,,,,,
274,小螳螂敢死队,又到了红螳螂的繁殖期，大量的小红螳螂破卵而出，这会对周围的树林造成相当大的生态影响，请尽快清除一部分小红螳螂！,,,,
275,,,,,,
276,,,,,,
277,,,,,,
278,白色巨塔,一个卢恩族集团打算占领白鸥塔作为自己的据点，绝对不能让这些不法之徒得逞！,,,,
279,蜂鸟的餐桌,虹蝶贝经常被用来当做珠宝饰品的材料，但是蜂鸟们却对这类东西特别感兴趣，要是被它们吞下去会对很多以采集虹蝶贝为生的人造成很大损失，请尽快收集虹蝶贝并交给那些妇女吧！,将打倒蜂鸟得到的虹蝶贝交给寻找虹蝶贝的女子,交纳的虹蝶贝数量,,
280,彷徨的匠人——弹指通柯柯卢恩,弹指通柯柯卢恩以能够在打响指的一瞬间偷走别人钱包而闻名，是重点通缉的犯罪者。不把握住这次机会以后就不知道什么时候还会再次出现了！,,,,
281,,,,,,
282,海边的利螯,一种名为利螯陆蟹的生物从海里登上了鲜血滨的沙滩，导致太阳海岸的居民无法安心在沙滩上散步了。为了确保这些居民的安全，请尽快清除掉这些利螯陆蟹！,,,,
283,,,,,,
284,,,,,,
285,,,,,,
286,死者代言人,据说在海战中死掉的海盗们化身成了亡灵在鲜血滨徘徊，为了保护附近的居民，请尽快前往查明真相并清除威胁！,,,,
287,命中注定,水牛们目前进入了发情期，可是由于雌雄数量不均导致很多雄性水牛找不到配偶而变得十分狂暴，请尽快清除这些发情的水牛，避免发生什么意外！,,,,
288,,,,,,
289,支援补给线,南防波堤是对抗鱼人族的最前线，对那里的补给不能有丝毫疏忽，请护送黑涡团的运输兵将补给物资安全送到目的地！,,,,
290,饕餮怪鸟——暴食格特鲁德,暴食格特鲁德原本只是一只平凡的渡渡鸟，可是后来被牧童抛弃了，结果变成了一只野生的怪鸟。现在它对居民的威胁很大，请尽快进行讨伐！,,,,
291,小麦田的守护者,原本的麦田在灵灾之后变成了野生魔物繁殖后代的地方，现在我们需要重新开垦这块地，请协助黄衫队将魔物都驱逐出去！,,,,
292,,,,,,
293,,,,,,
294,,,,,,
295,古代强者——六爪长老,巨型陆蟹通常的寿命只有两到三年，然而六爪长老却从第五星历生存至今，古代的强者可不是那么轻易就屈服的！,,,,
296,,,,,,
297,海关的强制搜查,原本生活在黑金湖的哥布林族现在流窜到了骷髅谷，并且有在进行违法掠夺品交易的嫌疑。请尽量收集海盗的掠夺品作为证据交给黄衫队的士官。,迅速将回收的掠夺品交给黄衫队陆尉,交纳的掠夺品数量,,
298,迎战海蛇之舌,海蛇之舌海盗团是一个跟鱼人族有着合作关系的极端团体，他们对附近的居民有着很大的威胁，请协助黑涡团将这个海盗团消灭吧！,,,,
299,,,,,,
300,,,,,,
301,,,,,,
302,,,,,,
303,家书,一位邮递员遭到了盗贼的袭击，他手中有很多南防波堤士兵的家人的信件，一定要保护住这些关键的信件！,,粗心的送货人,,
304,破坏渡渡鸟的巢穴,这片土地曾经是一片宽广的小麦田，可惜在灵灾之后荒废了，现在已经完全被野生渡渡鸟占领了。要重新开垦这块耕地，一定要先把渡渡鸟的巢穴都给破坏掉！,,,,
305,,,,,,
306,生死机关——巴洛梅兹,巴洛梅兹在第六星历时期就已经因为其巨大的外型闻名于世，经过了灵灾的变异，现在这只妖花变得更加巨大了。一定不能让它这么继续成长下去！,,,,
307,,,,,,
308,交涉破裂,一群哥布林因为商谈失败而把小麦酒港前面的路给封锁了，这样下去会严重干扰正常的交通，请尽快将那些兴奋的哥布林赶跑！,,,,
309,迟钝的保镖——崔普提克斯,在骷髅谷安营扎寨的哥布林雇来了一名愚钝粗暴的保镖，看上去是准备对附近的农场发起进攻，请尽快去制止那迟钝的崔普提克斯吧！,,,,
310,决战德内维尔,一群野生原牛正在德内维尔西路上活动，对往来的交通和运输造成了很严重的影响，无论用什么手段，都要立刻将那些原牛赶走！,,,,
311,,,,,,
312,袖珍敢死队,螳螂杀手的卵中孵化出了大量的幼虫，如果放任它们自由成长的话恐怕拉诺西亚高地地区生态会遭到严重破坏，请尽早将那些螳螂处理掉！,,,,
313,,,,,,
314,食豹猛禽——西牟鸟,西牟鸟是一种异常凶悍的猛禽，甚至连长须豹也只是它的捕食对象，这种猛禽绝对不能放任不管！,,,,
315,,,,,,
316,,,,,,
317,守护运输部队,向瞭望阵营地运输补给物资的黑涡团部队被地灵族包围了，这些物资对瞭望阵营地十分重要，绝对不能被地灵军抢走！,,黑涡团补给兵数量,,
318,,,,,,
319,,,,,,
320,反目成仇,一支地灵族雇佣的辉鳞人佣兵团对沿路的行人发起了攻击，不尽快阻止的话会对拉诺西亚高地的交通带来极大的损失，要立刻赶走这些辉鳞人！,,,,
321,清清温泉水,石绿湖的温泉一直是一个不错的疗养地，但是附近增多的乌菊石很有可能污染到温泉的水质，为了降低这种可能性，请尽快消灭乌菊石！,,,,
322,石绿湖之主——奥尼斯,传说奥尼斯是石绿湖水域的霸王，它那锋利的长颚够轻而易举地咬碎任何来犯的敌人。这种威胁一定不能放任不管！,,,,
323,食材的反攻——天宫蟹,天宫蟹原本是卢恩人放生回自然以保持长期食物来源的小蟹，不过不知不觉间它却已经成长得异常巨大，并且对任何进入领地的人都会发动攻击，请尽快排除这一致命的威胁！,,,,
324,,,,,,
325,,,,,,
326,,,,,,
327,,,,,,
328,,,,,,
329,温泉的神子——佐菊石,火山的地热与石绿湖的清水，二者的共同效果就是催生出了一只独一无二的巨大古螺，这只生物对我们来说是个巨大的威胁，一定要尽快消灭！,,,,
330,,,,,,
331,不幸的佣兵——美男子布迦加,辉鳞人佣兵布迦加由于曾经多次骚扰女子温泉而被终身禁止出入石绿湖营地，但是他仍然没有死心，而且这次的态度更为强硬，一定要尽快赶走他！,,,,
332,湖面驰骋,一群盲头蟹为了扩张生息地从对岸跨过石绿湖来到了这里，如果让它们留下会对岸这边的生态造成不小的影响，快将这些盲头蟹赶走！,,,,
333,豪气冲天——大脚魔犬,奥修昂大桥附近经常有路人受到大型犬科魔物的攻击而殒命，久而久之这只魔物被人们起了个“大脚魔犬”的名字，为了让大桥上不再出现事故，请尽快将这只魔犬处理掉！,,,,
334,盛夏之门,艾斯穆尔来到太阳海岸了，这可是大富豪格格鲁玖的重要客户，绝对不能有丝毫怠慢。所以请务必护送这只盛夏的小猫平安到达目的地！,,,,
335,死亡的假面——黄道巨蟹,黄道巨蟹巨大的蟹钳已经葬送了无数人的性命，甚至有人说蟹壳上会浮现牺牲者的死亡面容。这种危险性极高的魔物绝对不能放任不管！,,,,
336,蔬菜革命——蔓德拉战队,5名革命战士集结起来，高举“从人类手中获得解放”的旗帜，在为所有蔬菜的利益进行革命。但对于扰乱秩序的家伙必须要予以惩戒！,,,,
337,,,,,,
338,,,,,,
339,,,,,,
340,,,,,,
341,,,,,,
342,紧急停止,仙人掌数量过多会导致土壤沙漠化，而现在西萨纳兰正在面临这一严重问题，请采取必要的方法减少仙人掌的数量！,,,,
343,强行遣返,我们准备将这片地区开发成一块新的居住地，可是盲头蟹数量过多对我们造成了极大的干扰，请尽快清理掉这些捣乱的盲头蟹！,,,,
344,阶级愤怒的铁锤,有一群哥布林被从乌尔达哈流放了出来，他们为了表示抗议想要破坏打桩塔的资材。这些资材对打桩塔非常重要，绝对不能让哥布林得逞！,,打桩塔的资材数量,,
345,大地的锤声,锤喙魔鸟的出现给白银集市的居民们带来了很大的威胁，他们已经历了多个不眠之夜，请务必将这些魔物驱赶出去！,,,,
