key,56,57,58,59,60,61,62,63
22,喂，你是冒险者吧，<hex:02100103>能过来帮我个忙么？我已经受不了了！,斯宾塞那个混蛋一喝完酒就肯定要耍酒疯。<hex:02100103>他明明知道酒馆里的规矩还总犯事！,以前还想着只是我一个人的话就算了，<hex:02100103>不过成天这样我可是再也忍不下去了！<hex:02100103>你能帮我收拾收拾他么？,要出手吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,那谁能来帮我们啊！,
23,快把那个醉鬼处理掉！,,,,,,,
24,要进入红腹蜂巢吗？,要进入大门吗？,,,,,,
25,我们接到线报，<hex:02100103>说南侧的野营地里发现了偷猎者和哥布林族正在进行交易。<hex:02100103>我们必须立刻动身前去捉拿这些罪人。,偷猎者和哥布林族的交涉貌似不是很顺利，<hex:02100103>他们已经开始产生了摩擦。<hex:02100103>这是我们的大好机会！,冒险者，请来协助我们吧。<hex:02100103>趁他们还在混乱中发动进攻，<hex:02100103>将这些扰乱森林治安的罪人一举击破！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,好！那就拜托你了！,,竟然逃避为森林尽义务的机会……<hex:02100103>你真是个不明事理的人。,
26,让那些不法之徒知道森林里没有容忍他们恶行的空间！,,,,,,,
27,調子にのったキキルンの闇商人どもが偽造品を売り歩いているらしい。（仮）,これ以上被害者を増やさないためにも、やつらが持っている偽造品を回収してきてくれないか？（仮）,偽造品を回収してきますか？（仮）,,よし、頼んだぞ！（仮）,,仕方ない、残念だ。（仮）,
28,やつらから偽造品を回収してきたのか？（仮）,,,,よくやった。また見つけたら持ってきてくれ。（仮）,,そうか、見つけたらすぐ持ってきてくれ。（仮）,
29,闇商人どもが持っている偽造品を回収してきてくれ！（仮）,,,,,,,
30,これだけ回収すれば、しばらくやつらの商売もあがったりだろう。（仮）,,,,,,,
31,是冒险者？！<hex:02100103>你来得正好！快来帮忙！,那群小魔精盯上了我们的蜂蜜。<hex:02100103>他们不光想要将蜂蜜抢走，<hex:02100103>甚至对蜜蜂也发起了攻击。,恐怕马上就又要发动攻击了……<hex:02100103>求求你，看在我家蜂蜜的份上<hex:02100103>帮我将那些小魔精赶跑吧！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,你怎么可以这样……<hex:02100103>以后就没有蜂蜜了啊！,
32,呼……<hex:02100103>终于把拉诺西亚香橙都采摘完了。<hex:02100103>就剩下运到交货地点去了……,可是等打包好了，<hex:02100103>到时候那些贪吃的码头沟鼠<hex:02100103>绝对会聚集到香橙那里去的。,所以拜托你！<hex:02100103>把那些涌过来的码头沟鼠全部消灭掉，<hex:02100103>保护重要的装香橙的木箱。,要保护木箱吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,怎么这样……<hex:02100103>明明只能依赖冒险者的……,
33,那个，你能帮我们一把吗？<hex:02100103>我们想要去救回被卢恩人诱拐的市民。,卢恩人会把那些市民交给蜥蜴人族的。<hex:02100103>现在他们貌似在进行最终谈判。,这是救回大家的最后机会。<hex:02100103>拜托你，请助我们一臂之力 ！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,……我明白了。<hex:02100103>我们好歹也有铜刃团的尊严。,
34,,,,,,,,
35,集合！<hex:02100103>为了防范帝国兵的袭击，<hex:02100103>下面我们要进行黑涡团新兵的实战训练！,这项防卫训练的内容是消灭攻过来的黑涡团教导队员，<hex:02100103>坚守德内维尔关不被突破！,虽然这是项危险的训练，<hex:02100103>不过如果你愿意，可以允许你参与此次训练。,要参与训练吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,那我劝你赶快离开这里，<hex:02100103>以免被卷入训练。,
36,这不是冒险者么！<hex:02100103>我们的相遇简直就是命运的安排。,最近，这一带的鼹鼠大量繁殖，<hex:02100103>把田地钻得坑坑洼洼的，实在很让人头疼。,你能帮我去消灭那些可恨的鼹鼠吗？,要去消灭鼹鼠吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,哦，太好了！<hex:02100103>……快看，它们出现了！<hex:02100103>那就拜托你了！,,不爱管这事也是理所当然的啊……嘁。,
37,请帮我们去消灭那些可恨的鼹鼠，拜托了！,,,,,,,
38,你对自己的身手有自信吗？有时间接点事做吗？<hex:02100103>我想委托你护送我到小阿拉米格。,我需要向那边的部队报告有关蜥蜴人族的情报，<hex:02100103>这是与战况相关的重要情报。<hex:02100103>但我在得到这个情报的时候不小心被他们看到了。,如果出动整个部队防范他们的攻击，<hex:02100103>反而会因为目标过大而成为众矢之的。<hex:02100103>所以我才想要拜托你来护送我，毕竟你不是这里的人。,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,多说无用，请忘了我刚刚说的话。<hex:02100103>,
39,喂，你是冒险者吧？<hex:02100103>我想找你帮点忙。,有一种叫做大洋妖红花的花型魔物<hex:02100103>在这一带长得太茂盛了……很让人头疼。<hex:02100103>不知道是不是它们根深蒂固了，怎么砍都会再出现。,虽然这么说，但也不能就这么放着不管……<hex:02100103>我是已经无能为力了。<hex:02100103>所以能拜托你帮我驱除它们吗？,要帮忙驱除魔物吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,真的么，你会帮我吗？<hex:02100103>太谢谢了……啊，刚说完它们就出现了！<hex:02100103>冒险者，快把它们干掉吧！,,嗯……这样啊，你没法帮我么。<hex:02100103>好吧，我也不能强人所难。<hex:02100103>等你下次有空的时候再来帮我吧。,
40,可恶的大洋妖红花，竟然接连不断地出现！<hex:02100103>冒险者，就请你逐一消灭它们吧！靠你了！,,,,,,,
41,冒险者，请帮帮我！<hex:02100103>我一个人根本没办法搞定！,我本来想要将风车小屋里磨好的小麦粉发货的，<hex:02100103>但那些饿疯了的婴猴总是会袭击过来，<hex:02100103>我根本运不出去。,它们好像记住了味道，<hex:02100103>只要我一运出去，它们就会袭击过来。<hex:02100103>所以拜托你，消灭那些婴猴！,要帮忙消灭婴猴吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,谢谢你，冒险者果然靠得住！<hex:02100103>那就拜托你了！,,这样啊……那就没办法了。<hex:02100103>虽然很遗憾，不过我还是找其他人帮忙吧。,
42,这一带的河蟾蜍繁殖得特别快，<hex:02100103>如果不定期驱除的话会不得了的。<hex:02100103>现在正好是定期驱除河蟾蜍的时候。,虽然已经习惯了，不过这项工作并不轻松。<hex:02100103>如果你方便的话，能来帮个忙吗？,我们要驱除的对象是河蟾蜍中繁殖能力最强的杖蟾蜍。<hex:02100103>其他的品种可以不用管。,那么就拜托你了，冒险者。<hex:02100103>我在这里守着，<hex:02100103>避免过往的行人受到牵连。,……我可不是因为害怕蟾蜍才拜托你的哦！,,,
43,这一带的河蟾蜍繁殖得特别快，<hex:02100103>如果不定期驱除的话会不得了的。<hex:02100103>我正要开始定期驱除河蟾蜍。,虽然已经习惯了，不过这项工作并不轻松。<hex:02100103>如果你方便的话，能来帮个忙吗？,要帮忙驱除河蟾蜍吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,我们要驱除的对象是河蟾蜍中繁殖能力特别强的杖蟾蜍。<hex:02100103>其他的品种可以不用管。,,这样啊……那就没办法了。<hex:02100103>我们自己来处理吧。,
44,参ったな……またヤーゾンが集まってきやがった。<hex:02100103>やつら、杭打ち機に巣を作ろうとするんだよ。,こうなると作業になんなくてね。<hex:02100103>すまないが、ヤーゾンの駆除を手伝ってくれないか？,引き受けますか？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※このF.A.T.E.の推奨レベルは<hex:022003E80203>です。<hex:0249020103><hex:0248020103>,,助かるよ。<hex:02100103>やつら、そこの木の辺りに集まってきてる。<hex:02100103>杭打ち機に寄り付く前に、倒してくれ！,,そうか……。急いで他を当たらないとな。,
45,这一带出现了好多土元精……<hex:02100103>你能帮我收集一些它们的核心吗？,把这些核心打进地面的话可以坚固地基……<hex:02100103>是开垦萨纳兰的……必需品。,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,你可以打倒它们后把核心夺过来，<hex:02100103>也可以从地上捡……<hex:02100103>总之收集好给我就行……,,毕竟这事和你无关啊……,
46,请、请帮帮我，冒险者大人！<hex:02100103>以那间废弃小屋为据点的盗贼团体<hex:02100103>刚刚抢走了我重要的货物！,没有那些货物的话我会饿死的！<hex:02100103>自己到他们据点去拿只是白白送死。<hex:02100103>拜托你帮我把行李夺回来吧！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,神啊！我的性命就托付给冒险者大人了！,,怎么这样！<hex:02100103>这样下去我会被喂蚂蚁的！,
47,你来得正好！<hex:02100103>你能从哥布林族手中保护这份资材吗？<hex:02100103>这是刚刚拿到手的。,那些家伙因为被赶了出去，<hex:02100103>竟然开始破坏装有资材的箱子来泄愤。<hex:02100103>我可是损失惨重啊。,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,太好了。<hex:02100103>装资材的箱子就在那里……<hex:02100103>哎呀，才刚说完哥布林族就来了！,,你要是做得好的话，我还打算以重金答谢呢。<hex:02100103>你不重新考虑一下吗？,
48,我的父亲死在了这个池塘。<hex:02100103>他是在钓鱼的时候被产卵鬼鮟鱇吃掉的……,如果这个世界上没有鬼鮟鱇就好了！<hex:02100103>你是冒险者的话，就去打倒那些家伙们啊！,要出手吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,太好了，为父亲报仇了！<hex:02100103>你要更多更多地消灭它们啊！,,胆小鬼！我明明听说冒险者都很勇敢的！,
49,喂，说你呢！<hex:02100103>你是冒险者吧？过来帮我个忙！,在那边大肆胡闹的男人是想要潜入船中的偷渡者。<hex:02100103>可是没想到抓到他之后他却装作什么都不知道。,然后被问急了，竟然开始狂暴起来！<hex:02100103>所以我想要拜托你帮个忙，<hex:02100103>在出现伤员之前制服他！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,……我明白了，虽然很遗憾，<hex:02100103>那也是没办法的事。抱歉让你为难了。,
50,你收集好土元精核心了吗？,,,,不错，就照这样，继续拜托你了。,,这样啊……<hex:02100103>报酬是按件支付的……你别忘了……,
51,你帮我夺回货物了？！,,,,就是这个，这是我的货物！<hex:02100103>真不愧是冒险者大人！<hex:02100103>其他的货物也拜托你了！,,哎？那你手上拿的是什么？,
52,我在收集土元精核心……<hex:02100103>如果你有的话请让给我……,,,,,,,
53,请帮我把被强盗抢走的货物取回来！<hex:02100103>那间废弃小屋就是他们的据点！拜托你了！,,,,,,,
54,冒险者，我有事要拜托你。<hex:02100103>因为我要把从这里挖掘到的古物运到遗忘绿洲。<hex:02100103>你可以作为护卫和我同行吗？,这附近蜥蜴人族的势力很强……<hex:02100103>有很多进入沙漠的人再也没有回来。<hex:02100103>运送货物是一项非常危险的任务。,不过，我的前辈把这项任务交给了我。<hex:02100103>所以我一定要顺利地把货物送到遗忘绿洲。,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,这样啊。<hex:02100103>好吧，毕竟这是前辈交给我做的事情，<hex:02100103>我应该凭自己的力量来完成。,
55,真是的，最近的年轻陆兵都是些孱弱的家伙！<hex:02100103>受不了，这要是有个什么突发状况怎么上战场！,不过我说你这个冒险者，<hex:02100103>倒看上去很有两下子啊。,要不要和我们这里的新兵练一练？<hex:02100103>让他们回炉改造改造！,要陪新兵训练吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,谢了！<hex:02100103>不用对他们客气，往死里打！,,这样啊，那算了。<hex:02100103>我们的新兵完全不称当对手么……,
56,喂，那位冒险者！<hex:02100103>你来得正好，我有件事想拜托你！,他们在打架啊！拜托你劝劝架。<hex:02100103>我想让他们2个淡定点，但毕竟都是海之子，<hex:02100103>都倔得很，根本不听我的劝。,所以干脆不要客气，直接给他们两拳，<hex:02100103>让那些笨蛋清醒清醒！,要让他们清醒清醒吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,呃……好吧。<hex:02100103>抱歉让你为难了。,
57,哎？！我、我可没有输啊。<hex:02100103>这只是……一时大意！,都是因为那个女人说要比实力，<hex:02100103>我就奉陪了一下。但没想到她竟然那么强！,对了，你也帮我一把吧！<hex:02100103>打架管什么规则！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,嘁，你不会是害怕吧。,
58,目前我们黑涡团正在进行德内维尔关的防卫训练！<hex:02100103>目标是歼灭攻过来的黑涡团教导队员！<hex:02100103>如果你原意，可以允许你参与此次训练！,,,,,,,
59,哦，你是冒险者吗？来得正好！<hex:02100103>你也来练一练我们那些孱弱的新兵吧，<hex:02100103>让他们回炉重造一下！,,,,,,,
60,冒险者，快来帮帮我！<hex:02100103>装香橙的木箱正受到攻击！那是我好不容易才摘下来的！<hex:02100103>请你把聚集在木箱周围的码头沟鼠消灭掉！,,,,,,,
61,啊，这些婴猴真烦人！<hex:02100103>这样我根本没办法把小麦粉运出去啊……,,,,,,,
62,该死的盲头蟹，竟然聚集了这么多只……<hex:02100103>休想破坏打桩机！,,,,,,,
63,要保护好资料，快！<hex:02100103>快把哥布林族赶走！,,,,,,,
64,啊哇哇哇！<hex:02100103>鬼鮟鱇聚在一起把浅滩的小鱼吃掉了！<hex:02100103>那可是我的晚饭！,,,,,,,
65,我的父亲被鬼鮟鱇吃掉了……<hex:02100103>快去帮我把那些家伙全部消灭掉，为父亲报仇！,,,,,,,
66,嗯，我能从你的身上感受到炙热的斗魂。<hex:02100103>你是个相当有实力的强者，<hex:02100103>我想拜托你件事！,我听说那边的蜥蜴人军阵地有一个新指挥官上任。<hex:02100103>所以就偷偷过来侦察……<hex:02100103>但是那些家伙竟然已经在做进军准备了！,现在已经来不及等待援军了。<hex:02100103>所以我希望你能和我一起闯入他们阵地，破坏物资，<hex:02100103>讨伐他们的新指挥官，阻止他们的进军！,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,嗯，你还是怕去送死么！<hex:02100103>好吧，我只好单枪匹马冲进去了……,
67,既然向我搭话，那是不是意味着你要帮我啊？<hex:02100103>我正在收集埋藏在这里守卫身体里的魂石。,那是用来进行古代魔法研究的……<hex:02100103>不过我实在是对付不了那些又大又坚硬的大块头。,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,好棒，我最喜欢勤劳的人了。,,哎呀，真是个装模作样的人，过分。<hex:02100103>一点都不懂得怜香惜玉。,
68,我需要巨像兵的魂石。<hex:02100103>你能为了我去敲碎那些守卫吗？,,,,,,,
69,你得到巨像兵的魂石了吧。<hex:02100103>我可不喜欢装模作样的人哦。,,,,哼，很好……真是冰冷的心脏……<hex:02100103>我想要更深入地进行调查，<hex:02100103>你能再拿来一些吗？,,真讨厌。那些东西只能增加你的负担哦。,
70,请帮帮我，我需要食物。<hex:02100103>不然妈妈会因为一直连续工作而倒下的！,我要求不高，只要给我仙人掌的肉质茎就好了。<hex:02100103>我想让妈妈能吃饱一些……,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,太好了……<hex:02100103>被仙人掌刺到可是很疼的，你要小心啊。,,不行么……<hex:02100103>我果然还是要……更努力才行……,
71,我想要仙人掌的肉质茎。<hex:02100103>我想让妈妈能填饱肚子！,,,,,,,
72,啊，是仙人掌的肉质茎！<hex:02100103>求求你，请分给我一些！,,,,谢谢你！如果再能有一些就好了……,,也是啊，没有理由分给外人啊……,
73,呀吼，那边的朋友！<hex:02100103>我是盛夏的舞女伊·米蕾娃。<hex:02100103>请你听一听米蕾娃的请求。,米蕾娃现在要去隐秘瀑布，<hex:02100103>给有钱的叔叔带去特别的舞蹈……,但是我自己一个人去心里好害怕。<hex:02100103>所以想要你陪米蕾娃一起到那个叔叔家里去！,要陪她去吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,真是的，你真坏心眼！<hex:02100103>米蕾娃就这么没有魅力吗？,
74,这座桥总是会受到卢恩人的袭击。<hex:02100103>因为有很多物资都从这里运输，<hex:02100103>所以才容易被盯上吧。,啊，我可没想要吓唬你啊。<hex:02100103>放心吧，到时候还有我们呢。,,,,,,
75,虽然我想要在这里做生意，<hex:02100103>但这地方有些不太平啊。,虽然挨着飞空艇搭乘点是很有吸引力，<hex:02100103>可越是这种能赚钱的地方，<hex:02100103>就越容易聚集不良人员。,毕竟还发生了卢恩人绑走人类之后卖给蜥蜴人族的事件。<hex:02100103>真是想想就吓人啊……,,,,,
76,干嘛？要买东西到隔壁。<hex:02100103>我可是很忙的。,我必须要在下一班飞空艇着陆前备好货，<hex:02100103>不然就亏本了。时间就是金钱啊！,,,,,,
77,队长大人好棒的喵。<hex:02100103>我们要始终追随队长大人喵。,毕竟脸长得好帅的喵。,,,,,,
78,怎么？你也想加入我的部队吗？,抱歉了，已经没有多余的空位给你了。<hex:02100103>因为想要入队的姑娘们太多了，呵呵。,不过，在你呆在这里的这段期间，<hex:02100103>就可以和其他市民及部下一样，得到我的庇护。<hex:02100103>我可是很重视我的拥护者的。,,,,,
79,哼哼，哼哼哼哼……<hex:02100103>我有的时候能和队长大人说上话喵。,虽然不太明白在说什么，<hex:02100103>但是队长大人真的好帅啊！,,,,,,
80,街道的尽头是一望无际的黑衣森林。<hex:02100103>那里会有新的邂逅在等待着我……,……虽然是这么觉得。<hex:02100103>不过还是好害怕魔物啊。,,,,,,
81,欢迎来到跨天桥。<hex:02100103>虽然现在挺安静的，<hex:02100103>不过到飞空艇起航和着陆的时候相当热闹。,因为之前的灵灾地面产生了一个巨大的裂缝，<hex:02100103>所以才搭建了这座桥方便两边的往来。<hex:02100103>希望这里可以凭借遗迹和飞空艇乘降等优势成为萨纳兰的新名胜。,,,,,,
82,嗯，咳咳……你想要搭乘飞空艇吗？<hex:02100103>不好意思，这个搭乘点不面向个人开放。,如果你有搭乘许可证的话，<hex:02100103>可以到乌尔达哈飞艇坪的窗口去。,,,,,,
83,嗯，这次进货也要选择沉稳……经典的……,不，应该走在流行前线。<hex:02100103>那么就要尽可能的……拿到飞·乌尔的新作……,,,,,,
84,物资和市民都没能守住……<hex:02100103>一切都被卢恩人夺走了。,虽然我们知道那些家伙的据点。<hex:02100103>但连他们的进攻都抵挡不住的我们，根本没有胜算。,,,,,,
85,队长大人真的好帅喵。<hex:02100103>虽然现在也很帅……但平时会更帅的喵！,今天只不过是一时大意，<hex:02100103>下次我们绝对绝对不会输的喵！,,,,,,
86,市民和物资都被掳走了。<hex:02100103>我这个队长实在是失职……,可是，为了那些努力着的部下，<hex:02100103>我也要回归华丽的战线！<hex:02100103>将笑容和荣耀献给我的部队！,,,,,,
87,虽然队长大人很爱自己，<hex:02100103>不过也很爱大家喵。,希望队长大人可以赶快恢复到平时的状态，<hex:02100103>散发神秘的闪亮亮气质喵……,,,,,,
88,啊，伤脑筋……<hex:02100103>因为北边的十二神大圣堂要举办一场喜事，<hex:02100103>所以我被委托运送蜂蜜酒……,但最近被香甜气味所吸引的巨蝇频繁出现，<hex:02100103>很多人都受到了它们的袭击。,你是冒险者吧？<hex:02100103>如果你方便的话，能护送我到大圣堂吗？,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,这样啊……<hex:02100103>看来只能我自己去了……,
89,无法割舍海盗生活的家伙们都离开了……<hex:02100103>留在这里的，都是决心要在这里重新开始的人。,,,,,,,
90,说实话，山上的生活很艰苦。<hex:02100103>但比起继续当海盗，被四处通缉要好得多。,,,,,,,
91,没钱没材料……<hex:02100103>要不要抢夺卢恩族的商店啊……,哎呀，不行。老毛病又犯了。,,,,,,
92,嗯，得先把这破破烂烂的建筑物改造一下。,,,,,,,
93,没完没了的！<hex:02100103>到底从哪里着手开始做才好啊？！,,,,,,,
94,我们猎犬同盟海盗团因为5年前的灵灾而四分五裂……<hex:02100103>我们集中剩下的人，一起移居至此。,,,,,,,
95,你看到村子角落里的那个拉拉菲尔族了吗？,别看她小小的，其实是个很有实力的海盗。<hex:02100103>在海上的时候，论肉搏战可是无人能敌啊。<hex:02100103>不过现在是以魔物和蛮族为对手施展拳脚。,,,,,,
96,你知道这个村子为什么要以“贫女材场”……<hex:02100103>这种不吉利的名字来命名吗？,因为这里受到魔物和蛮族的侵害，<hex:02100103>在这里工作的伐木工人总是失踪。<hex:02100103>剩下的只有贫穷的未亡人。,,,,,,
97,这里原本是伐木工人的村落。<hex:02100103>在第七灵灾的时候，住在这里的人都纷纷逃命去了。<hex:02100103>我们是从提督那里得到的这座废弃的村落。,,,,,,,
98,虽然也有人怀念以前的海盗生活，<hex:02100103>不过那时谁都是有苦衷的。<hex:02100103>也有很多人是因为被诱拐才做了海盗的。,,,,,,,
99,现在想想，<hex:02100103>那段不堪回首的海盗生活也挺让人怀念的……<hex:02100103>是不是因为我老了啊？,,,,,,,
100,我们因为灵灾而失去了船，最终流浪至此。<hex:02100103>因为这里只有我们在，所以尽管是在陆地上，<hex:02100103>但依然和在船上时一样，自由自在。,,,,,,,
101,虽然魔物和蛮族会频繁袭击过来，<hex:02100103>但这是我们好不容易得到的住处，<hex:02100103>不会那么轻易放手的。,,,,,,,
102,5年前我是一个海盗小混混，<hex:02100103>现在我是一个伐木工人小混混。<hex:02100103>感觉变了，又好像没变。,,,,,,,
103,这里是贫女材场，是我们“猎犬同盟”的领地。<hex:02100103>你没事就赶快离开。,,,,,,,
104,……嗯哼哼。<hex:02100103>魔物和蛮族还不攻过来……,我早就厌倦做农活了。<hex:02100103>啊，真想大干一场……,,,,,,
105,盛夏的舞女……<hex:02100103>她们的舞姿如同被清风卷起的芳香花瓣一般，<hex:02100103>让我的周围洋溢起欢喜的漩涡……,,,,,,,
106,这个世界上只有一个人可以为我带来春天，<hex:02100103>而我愿将我的一切都献给那个人！！,,,,,,,
