key,3,4,5
42,哦，这个在最伟大的森林里也有。<hex:02100103>依我看，这是巨大的树吧？！,不是吗？这样啊……<hex:02100103>上部的容积特别大，往下就开始变细了……<hex:02100103>最关键的是，这非同一般的高度……,我知道了！这是用水压输水的供水塔！<hex:02100103>它的高度是用来调节水压的！
43,钝口螈！<hex:02100103>有活力的钝口螈！,可见，在那之后它的理念顺利地通过了审核，<hex:02100103>由此成为了生息于世间的万物之一繁衍绵延至今。<hex:02100103>仿佛从它的身上感受到了历史的厚重沧桑……,
44,哎呀？！<hex:02100103>居然能用慕斯肉丸打到我……<hex:02100103>看来你不是一般人啊？！,,
45,麻醉针射中的鸟并不是目标……,,
46,这座神像属于我们萨雷安的守护神沙利亚克，<hex:02100103>他是艾欧泽亚的十二神之一，<hex:02100103>是司掌河流与知识的男神。,我国曾采用直接民主主义<hex:02100103>通过全体市民都参与的市民议会决定各种国策。<hex:02100103>守护神也是在当时通过民众投票决定的。,但选择知识神的原因，<hex:02100103>与其说是信仰心，更像是一种思想信条。<hex:02100103>国民们都怀揣着一种身为知识收集者的使命感。
47,神话中说，知识神拥有<hex:02100103>能涌出知识之水的水瓶。,这个石像的水瓶就是对传说的重现。<hex:02100103>从管道中抽出的水被源源不断地注入了大海。<hex:02100103>这其中也饱含着人们对于萨雷安作为知识之都的愿望。,听说为了实现这一设计也是花了不少工夫。<hex:02100103>魔法大学引以为傲的所思大书院中<hex:02100103>还收藏有当时的石匠们留下的奋斗历史。
48,相传第六灵灾发生时，大洪水袭击了艾欧泽亚。<hex:02100103>被后人称为十二贤者的英雄挺身而出，<hex:02100103>拯救了众多的百姓。,我们的祖国萨雷安<hex:02100103>就是由十二贤者之一的纽恩克雷夫<hex:02100103>与他从洪水中救出的幸存者们一同创立的。,最早的一批居民登陆<hex:02100103>就是在那个石像旁边的海边……<hex:02100103>那已经是距今近1600年前的事了。
49,,,
50,,,
51,奥密克戎伫立着。<hex:02100103>那一动不动的样子一看就是在待命。,,
52,奥密克戎待在装置旁边。<hex:02100103>没有什么特别的行动，似乎只是在待命。,,
53,奥密克戎正在和阿尔菲诺交流。<hex:02100103>不知道交流得是否开心，<hex:02100103>不过看起来没什么异常。,,
54,不是奥密克戎，而是钝口螈！<hex:02100103>真没想到钝口螈还挺适合在宇宙中活动的！,是在迷津培养的个体<hex:02100103>潜入了魔导船吗？<hex:02100103>真是有活力啊……,
55,这个奥密克戎漫不经心地徘徊着。<hex:02100103>毫无章法的行动似乎并不具备目的性……,,
56,乍一看有着粗犷的外表，不过毕竟是名门贵族，<hex:02100103>总感觉隐约能看到有品位的绅士面容。,先把这件事放一边……<hex:02100103>他虽然还有呼吸，但却没有要苏醒的样子……,
57,健壮的手臂。<hex:02100103>不过这是绝不会伤害他人的绅士手臂。,比起这件事……<hex:02100103>他摸上去又冷又硬……,
58,穿着绅士鞋。<hex:02100103>想必是曼德维尔家的特制品。<hex:02100103>不知道这双鞋一共要多少钱……,,
59,娜修在打盹。<hex:02100103>是似曾相识的景象……,,
60,帕利伽在调查架子。<hex:02100103>圆圆的小手看上去很可爱……,,
61,不明飞行物体正在搬运一个熟悉的人。<hex:02100103>假装没看见吧……,,
62,娜修正在和阿尔戈斯玩耍。<hex:02100103>看上去非常温馨……,,
63,德里昂正在认真寻找不明飞行物体。<hex:02100103>感受到了他的执念……,,
64,,,
65,,,
66,,,
