2032,雕金初级N-8,0
2033,制革初级N-1,0
2034,制革初级N-2,0
2035,制革初级N-3,0
2036,制革初级N-4,0
2037,制革初级N-5,0
2038,制革初级N-6,0
2039,制革初级N-7,0
2040,制革初级N-8,0
2041,裁衣初级N-1,0
2042,裁衣初级N-2,0
2043,裁衣初级N-3,0
2044,裁衣初级N-4,0
2045,裁衣初级N-5,0
2046,裁衣初级N-6,0
2047,裁衣初级N-7,0
2048,裁衣初级N-8,0
2049,炼金初级N-1,0
2050,炼金初级N-2,0
2051,炼金初级N-3,0
2052,炼金初级N-4,0
2053,炼金初级N-5,0
2054,炼金初级N-6,0
2055,炼金初级N-7,0
2056,炼金初级N-8,0
2057,烹调初级N-1,0
2058,烹调初级N-2,0
2059,烹调初级N-3,0
2060,烹调初级N-4,0
2061,烹调初级N-5,0
2062,烹调初级N-6,0
2063,烹调初级N-7,0
2064,烹调初级N-8,0
2065,采矿初级N-1,0
2066,采矿初级N-2,0
2067,采矿初级N-3,0
2068,采矿初级N-4,0
2069,采矿初级N-5,0
2070,采矿初级N-6,0
2071,采矿初级N-7,0
2072,采矿初级N-8,0
2073,园艺初级N-1,0
2074,园艺初级N-2,0
2075,园艺初级N-3,0
2076,园艺初级N-4,0
2077,园艺初级N-5,0
2078,园艺初级N-6,0
2079,园艺初级N-7,0
2080,园艺初级N-8,0
2081,捕鱼初级N-1,0
2082,捕鱼初级N-2,0
2083,捕鱼初级N-3,0
2084,捕鱼初级N-4,0
2085,捕鱼初级N-5,0
2086,捕鱼初级N-6,0
2087,捕鱼初级N-7,0
2088,捕鱼初级N-8,0
3000,,
3001,刻木工具,0
3002,锻铁工具,0
3003,铸甲工具,0
3004,雕金工具,0
3005,制革工具,0
3006,裁衣工具,0
3007,炼金工具,0
3008,烹调工具,0
3009,采矿工具,0
3010,园艺工具,0
3011,捕鱼用具,0
4000,,
4001,刻木数据I,0
4002,刻木数据II,0
4003,刻木数据III,0
4004,刻木数据IV,0
4005,锻铁数据I,0
4006,锻铁数据II,0
4007,锻铁数据III,0
4008,锻铁数据IV,0
4009,铸甲数据I,0
4010,铸甲数据II,0
4011,铸甲数据III,0
4012,铸甲数据IV,0
4013,雕金数据I,0
4014,雕金数据II,0
4015,雕金数据III,0
4016,雕金数据IV,0
4017,制革数据I,0
4018,制革数据II,0
4019,制革数据III,0
4020,制革数据IV,0
4021,裁衣数据I,0
4022,裁衣数据II,0
4023,裁衣数据III,0
4024,裁衣数据IV,0
4025,炼金数据I,0
4026,炼金数据II,0
4027,炼金数据III,0
4028,炼金数据IV,0
4029,烹调数据I,0
4030,烹调数据II,0
4031,烹调数据III,0
4032,烹调数据IV,0
4033,采矿数据I,0
4034,采矿数据II,0
4035,采矿数据III,0
4036,采矿数据IV,0
4037,园艺数据I,0
4038,园艺数据II,0
4039,园艺数据III,0
4040,园艺数据IV,0
4041,捕鱼数据I,0
4042,捕鱼数据II,0
4043,捕鱼数据III,0
4044,捕鱼数据IV,0
4045,,
4046,,
4047,,
4048,,
4049,,
4050,,
4051,,
4052,,
4053,,
4054,,
4055,,
5000,,
5001,刻木中级计划贡献I-1,
5002,刻木中级计划贡献I-2,
5003,刻木中级计划贡献I-3,
5004,刻木中级计划贡献I-4,
5005,刻木中级计划贡献I-5,
5006,锻造中级计划贡献I-1,
5007,锻造中级计划贡献I-2,
5008,锻造中级计划贡献I-3,
5009,锻造中级计划贡献I-4,
5010,锻造中级计划贡献I-5,
5011,铸甲中级计划贡献I-1,
5012,铸甲中级计划贡献I-2,
5013,铸甲中级计划贡献I-3,
5014,铸甲中级计划贡献I-4,
5015,铸甲中级计划贡献I-5,
5016,雕金中级计划贡献I-1,
5017,雕金中级计划贡献I-2,
5018,雕金中级计划贡献I-3,
5019,雕金中级计划贡献I-4,
5020,雕金中级计划贡献I-5,
5021,制革中级计划贡献I-1,
5022,制革中级计划贡献I-2,
5023,制革中级计划贡献I-3,
5024,制革中级计划贡献I-4,
5025,制革中级计划贡献I-5,
5026,裁衣中级计划贡献I-1,
5027,裁衣中级计划贡献I-2,
5028,裁衣中级计划贡献I-3,
5029,裁衣中级计划贡献I-4,
5030,裁衣中级计划贡献I-5,
5031,炼金中级计划贡献I-1,
5032,炼金中级计划贡献I-2,
5033,炼金中级计划贡献I-3,
5034,炼金中级计划贡献I-4,
5035,炼金中级计划贡献I-5,
5036,烹饪中级计划贡献I-1,
5037,烹饪中级计划贡献I-2,
5038,烹饪中级计划贡献I-3,
5039,烹饪中级计划贡献I-4,
5040,烹饪中级计划贡献I-5,
5041,采矿中级计划贡献I-1,
5042,采矿中级计划贡献I-2,
5043,采矿中级计划贡献I-3,
5044,采矿中级计划贡献I-4,
5045,采矿中级计划贡献I-5,
5046,园艺中级计划贡献I-1,
5047,园艺中级计划贡献I-2,
5048,园艺中级计划贡献I-3,
5049,园艺中级计划贡献I-4,
5050,园艺中级计划贡献I-5,
5051,捕鱼人中级计划贡献I-1,
5052,捕鱼人中级计划贡献I-2,
5053,捕鱼人中级计划贡献I-3,
5054,捕鱼人中级计划贡献I-4,
5055,捕鱼人中级计划贡献I-5,
